"Name","Team","G","PA","H","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","Fld","BsR","WAR","playerid"
"Tony Kubek","Yankees","544","2243","574","25","266","200","17","4.6 %","8.6 %",".094",".294",".277",".313",".371",".304","89","42.0","","12.6","1007188"
"Daryl Spencer","- - -","867","3440","747","90","366","345","11","9.9 %","11.5 %",".141",".254",".245",".322",".386",".319","90","-24.0","","12.6","1012321"
"Billy Herman","- - -","445","1871","479","7","211","221","13","11.2 %","5.8 %",".091",".310",".292",".373",".383",".364","117","-6.0","","12.6","1005692"
"Del Rice","- - -","1265","4205","888","75","331","430","2","8.6 %","12.0 %",".117",".256",".237",".310",".354",".309","77","3.0","","12.5","1010894"
"Bill Mazeroski","Pirates","667","2580","633","48","266","259","9","5.4 %","9.6 %",".121",".278",".266",".306",".388",".306","86","36.0","","12.4","1008316"
"Charlie Neal","Dodgers","620","2445","579","63","334","264","42","9.0 %","14.5 %",".150",".295",".269",".340",".420",".339","100","-10.0","","12.2","1009473"
"Orlando Cepeda","Giants","450","1906","549","76","261","297","53","5.0 %","14.4 %",".202",".328",".309",".347",".511",".372","128","-7.0","","12.2","1002103"
"Hank Edwards","- - -","719","2337","598","50","275","270","9","8.8 %","11.1 %",".163",".302",".282",".346",".444",".362","116","3.0","","12.1","1003687"
"Bob Skinner","Pirates","803","3076","761","67","408","337","48","9.6 %","11.9 %",".144",".299",".278",".348",".422",".343","107","-9.0","","12.1","1012037"
"Ray Mueller","- - -","682","2345","542","45","207","277","10","8.2 %","8.9 %",".120",".269",".258",".324",".378",".333","95","11.0","","12.0","1009283"
"Dale Long","- - -","768","2661","634","107","302","377","4","10.4 %","14.5 %",".206",".280",".271",".345",".476",".359","117","-14.0","","12.0","1007730"
"Billy Cox","- - -","1048","4041","964","66","466","349","41","7.3 %","5.3 %",".117",".265",".262",".318",".380",".324","83","2.0","","12.0","1002692"
"Joe Garagiola","- - -","676","2169","481","42","198","255","5","12.3 %","8.0 %",".128",".265",".257",".354",".385",".348","98","-4.0","","11.9","1004487"
"Woodie Held","- - -","463","1697","363","77","202","221","6","9.1 %","19.9 %",".200",".260",".241",".316",".441",".335","105","22.0","","11.8","1005609"
"Clyde McCullough","- - -","964","2966","686","43","263","285","22","7.6 %","11.0 %",".109",".278",".256",".318",".365",".322","86","8.0","","11.8","1008435"
"Frank Malzone","Red Sox","647","2787","724","65","325","373","12","5.5 %","7.4 %",".135",".282",".280",".320",".415",".325","93","16.0","","11.7","1008048"
"Gene Hermanski","- - -","739","2295","533","46","276","259","43","12.6 %","9.2 %",".132",".286",".272",".372",".404",".370","112","13.0","","11.6","1005693"
"Pat Mullin","Tigers","806","2604","600","82","339","362","15","12.0 %","11.3 %",".184",".274",".264",".354",".448",".367","111","-2.0","","11.6","1009308"
"Warren Spahn","Braves","599","1613","290","26","115","151","4","4.2 %","23.1 %",".088",".243",".197",".233",".285",".239","41","0.0","","11.5","1012299"
"Vada Pinson","Redlegs","335","1522","418","41","258","153","55","7.4 %","13.9 %",".183",".330",".299",".355",".483",".373","125","2.0","","11.5","1010360"
"Luke Easter","Indians","491","1931","472","93","256","340","1","9.0 %","15.2 %",".207",".283",".274",".350",".481",".377","123","3.0","","11.4","1003640"
"Wally Judnich","- - -","507","1998","470","52","237","248","7","12.6 %","9.1 %",".157",".281",".273",".367",".431",".373","118","-5.0","","11.3","1006645"
"Jim Lemon","- - -","795","3192","755","146","378","457","12","9.2 %","19.7 %",".210",".290",".265",".334",".475",".354","114","-42.0","","11.3","1007520"
"Les Fleming","- - -","424","1548","367","29","168","196","7","14.6 %","9.6 %",".142",".299",".281",".391",".423",".385","134","1.0","","11.2","1004146"
"Tito Francona","- - -","591","2109","534","54","270","273","26","10.0 %","12.2 %",".146",".306",".286",".360",".433",".352","117","-4.0","","11.2","1004293"
"Buster Adams","- - -","574","2291","532","50","281","249","12","10.2 %","12.3 %",".135",".288",".266",".346",".401",".356","109","-8.0","","11.2","1000047"
"Al Zarilla","- - -","1120","4034","975","61","507","456","33","10.3 %","9.5 %",".129",".296",".276",".357",".405",".355","101","-23.0","","11.0","1014420"
"George Case","- - -","662","2922","729","10","395","182","217","7.7 %","5.2 %",".070",".288",".274",".334",".344",".334","103","14.0","","10.8","1002033"
"Walt Dropo","- - -","1274","4490","1106","151","477","702","5","7.2 %","12.9 %",".162",".282",".270",".325",".432",".342","99","-10.0","","10.7","1003510"
"Billy Klaus","- - -","617","2297","517","29","300","200","11","11.8 %","8.9 %",".100",".275",".259",".346",".359",".325","90","13.0","","10.4","1006986"
"Bill Tuttle","- - -","1006","4170","966","61","504","384","36","9.8 %","8.4 %",".107",".274",".262",".336",".369",".319","90","-11.0","","10.4","1013238"
"Eric Tipton","Reds","451","1754","412","21","198","137","18","11.9 %","6.8 %",".113",".285",".273",".364",".386",".362","118","11.0","","10.4","1013080"
"Arky Vaughan","Dodgers","406","1540","394","12","237","162","32","10.3 %","3.2 %",".092",".295",".291",".368",".383",".366","116","4.0","","10.3","1013377"
"Floyd Baker","- - -","874","2694","573","1","285","196","23","14.2 %","6.1 %",".046",".271",".251",".360",".297",".321","86","32.0","","10.3","1000452"
"Elston Howard","Yankees","640","2242","565","58","234","299","6","5.7 %","12.0 %",".151",".287",".273",".314",".425",".320","99","13.0","","10.3","1006079"
"Chet Laabs","- - -","491","1966","437","67","261","272","11","11.7 %","15.1 %",".185",".276",".256",".347",".441",".371","120","-4.0","","10.3","1007229"
"Dick Gernert","- - -","779","2789","607","102","351","393","10","12.5 %","15.9 %",".177",".271",".253",".350",".430",".353","106","4.0","","10.2","1004637"
"Frankie Gustine","- - -","985","3891","929","36","443","376","48","7.6 %","8.9 %",".096",".284",".264",".323",".359",".326","85","-31.0","","10.1","1005152"
"Rip Repulski","- - -","913","3352","823","106","405","415","25","6.1 %","12.8 %",".168",".280",".269",".319",".437",".335","96","-2.0","","10.0","1010842"
"Sammy White","Red Sox","981","3617","881","63","316","404","14","5.9 %","9.8 %",".117",".278",".264",".308",".381",".309","76","0.0","","9.9","1013892"
"Pinky Higgins","- - -","511","2104","507","30","226","275","9","11.4 %","5.5 %",".114",".284",".278",".364",".392",".358","111","-11.0","","9.9","1005793"
"Ed Bouchee","- - -","508","2100","490","46","242","242","4","12.6 %","14.6 %",".153",".305",".273",".370",".426",".356","115","-7.0","","9.9","1001232"
"Norm Siebern","- - -","452","1750","419","48","227","198","9","11.3 %","15.1 %",".159",".304",".275",".358",".434",".352","117","8.0","","9.8","1011949"
"Sam Jethroe","- - -","442","1975","460","49","280","181","98","9.0 %","14.8 %",".157",".289",".261",".337",".418",".358","112","-11.0","","9.8","1006407"
"Joe Medwick","- - -","624","2241","633","25","244","336","10","5.6 %","4.6 %",".104",".309",".302",".343",".406",".354","108","6.0","","9.7","1008719"
"Gene Freese","- - -","651","2291","539","70","279","256","35","6.5 %","13.3 %",".173",".274",".260",".312",".433",".330","98","-12.0","","9.7","1004328"
"Frank Baumholtz","- - -","1019","3807","1010","25","450","272","30","6.8 %","6.8 %",".098",".307",".290",".342",".389",".337","93","-10.0","","9.7","1000691"
"Gene Baker","- - -","621","2478","589","39","264","227","21","7.3 %","8.8 %",".121",".277",".265",".321",".386",".318","87","13.0","","9.6","1000457"
"Cal Abrams","- - -","567","1942","433","32","257","138","12","15.7 %","14.9 %",".123",".310",".269",".386",".392",".361","114","0.0","","9.5","1000025"
"Bill Salkeld","- - -","356","1048","232","31","111","132","6","17.4 %","9.6 %",".160",".280",".273",".402",".433",".399","131","0.0","","9.5","1011383"
"Vince DiMaggio","- - -","557","2134","464","58","229","298","39","9.4 %","18.7 %",".160",".279",".242",".314",".403",".345","102","4.0","","9.5","1003312"
"Joe Kuhel","- - -","630","2602","580","19","304","246","61","11.9 %","6.4 %",".094",".271",".257",".350",".351",".339","108","4.0","","9.4","1007202"
"Jerry Coleman","Yankees","723","2415","558","16","267","217","22","9.7 %","9.0 %",".076",".287",".263",".340",".339",".320","86","9.0","","9.4","1002423"
"Buddy Rosar","- - -","805","2963","679","13","258","282","6","8.8 %","4.4 %",".064",".265",".256",".324",".320",".307","81","20.0","","9.2","1011194"
"Johnny Lipon","- - -","758","3089","690","10","351","266","28","11.2 %","4.9 %",".065",".272",".259",".346",".324",".320","79","-1.0","","9.2","1007645"
"Brooks Robinson","Orioles","456","1684","414","24","152","160","6","5.4 %","9.6 %",".109",".283",".266",".308",".376",".305","89","36.0","","9.2","1011055"
"Thurman Tucker","- - -","701","2542","570","9","325","179","77","11.4 %","9.3 %",".069",".283",".255",".342",".325",".321","93","20.0","","9.2","1013212"
"Hal Smith","- - -","640","2216","569","43","218","257","6","6.5 %","10.5 %",".134",".297",".282",".329",".415",".330","101","-30.0","","9.1","1012155"
"Goody Rosen","- - -","337","1331","354","17","203","128","6","9.3 %","7.2 %",".110",".315",".299",".368",".409",".369","115","10.0","","9.0","1011209"
"Dick Williams","- - -","698","2499","614","54","276","266","12","6.8 %","11.7 %",".135",".289",".271",".323",".406",".323","96","9.0","","9.0","1013991"
"Bob Dillinger","- - -","753","3201","888","10","401","213","106","7.8 %","6.3 %",".085",".326",".306",".363",".391",".354","99","-43.0","","9.0","1003302"
"Bobby Brown","Yankees","548","1862","452","22","233","237","9","11.5 %","4.7 %",".096",".285",".279",".367",".376",".350","103","-2.0","","8.9","1001496"
"Bill Rigney","Giants","654","2214","510","41","281","212","25","9.4 %","9.3 %",".116",".273",".259",".334",".376",".337","92","-6.0","","8.8","1010960"
"Harmon Killebrew","Senators","390","1444","311","84","211","215","4","12.7 %","21.8 %",".244",".266",".250",".349",".494",".373","126","-22.0","","8.8","1006905"
"Red Wilson","- - -","602","2037","455","24","206","189","25","10.6 %","8.0 %",".097",".270",".258",".338",".355",".316","89","-4.0","","8.5","1014102"
"Alex Grammas","- - -","764","2042","455","12","209","138","16","9.0 %","7.6 %",".073",".270",".253",".325",".326",".297","72","34.0","","8.4","1004941"
"George Crowe","- - -","695","1908","466","81","215","299","3","8.3 %","12.8 %",".196",".273",".271",".334",".467",".353","111","-4.0","","8.4","1002825"
"Birdie Tebbetts","- - -","722","2585","614","24","208","278","21","10.2 %","6.5 %",".077",".282",".268",".346",".345",".330","84","-2.0","","8.3","1012898"
"Buddy Lewis","Senators","454","1834","451","18","216","158","14","10.3 %","4.4 %",".113",".288",".281",".360",".394",".355","114","0.0","","8.3","1007578"
"Taffy Wright","- - -","517","1946","508","17","201","239","21","9.9 %","3.4 %",".089",".299",".294",".369",".383",".355","110","-2.0","","8.3","1014296"
"Milt Byrnes","Browns","390","1519","350","16","174","154","3","13.1 %","12.0 %",".121",".310",".274",".373",".395",".364","119","7.0","","8.3","1001800"
"Harry Simpson","- - -","888","3137","752","73","343","381","17","8.6 %","13.7 %",".142",".290",".266",".331",".408",".333","99","-12.0","","8.2","1011995"
"Dick Sisler","- - -","799","2880","720","55","302","360","6","7.8 %","8.8 %",".130",".289",".276",".336",".406",".345","100","-4.0","","8.2","1012020"
"Johnny Barrett","- - -","588","2108","454","23","303","220","69","12.6 %","9.5 %",".119",".272",".251",".349",".369",".354","105","-4.0","","8.1","1000597"
"Tommy Glaviano","- - -","389","1246","259","24","191","108","11","16.7 %","13.9 %",".138",".290",".257",".395",".395",".377","116","2.0","","8.1","1004761"
"Lou Klein","- - -","305","1171","269","16","162","101","10","9.0 %","10.2 %",".122",".280",".259",".330",".381",".341","99","20.0","","8.1","1006993"
"Les Moss","- - -","824","2549","552","63","210","276","1","11.1 %","12.4 %",".122",".263",".247",".333",".369",".328","86","-16.0","","8.0","1009251"
"Bill White","- - -","446","1771","450","51","226","214","43","7.3 %","12.5 %",".180",".296",".280",".334",".460",".350","109","7.0","","7.9","1013855"
"Frankie Hayes","- - -","580","2183","442","34","177","222","8","11.5 %","12.3 %",".104",".256",".233",".325",".338",".320","92","1.0","","7.9","1005526"
"Bruce Edwards","- - -","591","1894","429","39","191","241","9","10.0 %","9.5 %",".134",".268",".256",".335",".390",".339","93","-4.0","","7.8","1003683"
"Robin Roberts","Phillies","515","1407","203","5","89","83","3","7.8 %","20.8 %",".067",".216",".168",".239",".235",".226","30","0.0","","7.8","1011046"
"Lee Walls","- - -","650","2338","543","55","277","223","18","8.9 %","15.6 %",".142",".292",".262",".331",".404",".329","98","3.0","","7.8","1013563"
"Billy Martin","- - -","907","3313","785","58","380","297","31","5.3 %","9.4 %",".113",".270",".258",".303",".371",".303","82","-12.0","","7.7","1008155"
"Dolph Camilli","- - -","308","1279","261","34","169","171","14","15.4 %","13.4 %",".163",".261",".243",".362",".406",".371","123","6.0","","7.5","1001860"
"Bob Boyd","- - -","631","2059","546","19","243","163","9","8.0 %","5.1 %",".099",".304",".296",".354",".394",".335","108","-1.0","","7.5","1001275"
"Ted Lepcio","- - -","677","2219","493","62","222","232","10","9.0 %","19.8 %",".149",".290",".249",".322",".398",".325","88","-2.0","","7.5","1007545"
"Sandy Amoros","- - -","517","1558","334","43","215","180","18","13.5 %","12.1 %",".175",".268",".255",".361",".430",".354","108","8.0","","7.5","1000212"
"Dee Fondy","- - -","967","3759","1000","69","437","373","84","5.4 %","14.0 %",".127",".318",".286",".324",".413",".331","92","1.0","","7.5","1004204"
"Catfish Metkovich","- - -","1055","3955","934","47","476","373","61","7.8 %","9.1 %",".106",".279",".261",".322",".367",".325","91","-5.0","","7.5","1008809"
"Willie Kirkland","Giants","394","1548","364","57","171","189","20","8.3 %","15.4 %",".198",".277",".261",".327",".459",".343","110","4.0","","7.5","1006968"
"Hal Wagner","- - -","553","1794","389","14","142","195","9","12.0 %","7.0 %",".086",".266",".251",".348",".337",".331","95","-4.0","","7.4","1013482"
"Lou Berberet","- - -","448","1449","281","31","118","153","2","13.8 %","13.5 %",".120",".247",".230",".337",".350",".311","86","16.0","","7.4","1000862"
"Don Buddin","Red Sox","525","2137","430","33","260","169","12","14.1 %","15.3 %",".117",".275",".241",".352",".358",".326","93","-29.0","","7.3","1001628"
"Bud Stewart","- - -","700","2148","501","32","261","250","26","11.2 %","6.5 %",".133",".276",".268",".354",".401",".351","102","0.0","","7.3","1012517"
"Billy Gardner","- - -","855","3307","714","39","305","245","19","6.5 %","10.5 %",".093",".256",".237",".294",".331",".281","71","25.0","","7.3","1004520"
"Harlond Clift","- - -","387","1636","331","18","208","140","13","14.9 %","9.1 %",".097",".260",".242",".360",".339",".342","104","2.0","","7.3","1002352"
"George Strickland","- - -","971","3266","633","36","305","284","12","11.1 %","13.9 %",".087",".254",".224",".313",".311",".294","73","4.0","","7.3","1012615"
"Harry Anderson","- - -","480","1781","418","60","199","242","3","8.9 %","16.3 %",".186",".287",".264",".335",".450",".341","105","0.0","","7.2","1000230"
"Pat Seerey","- - -","561","2094","406","86","236","261","3","12.4 %","23.2 %",".188",".257",".224",".321",".412",".344","108","-8.0","","7.2","1011720"
"Clyde Kluttz","- - -","656","2072","510","19","172","212","5","6.4 %","5.7 %",".086",".278",".268",".318",".354",".318","84","3.0","","7.2","1007021"
"Eddie Mayo","- - -","715","3026","689","23","318","257","28","7.6 %","4.7 %",".077",".264",".257",".318",".333",".307","79","15.0","","7.2","1008307"
"Jim Greengrass","- - -","504","1976","482","69","243","282","6","8.4 %","13.7 %",".179",".282",".269",".330",".448",".349","100","2.0","","7.1","1005000"
"Bill Serena","Cubs","408","1431","311","48","154","198","2","12.4 %","16.4 %",".188",".275",".251",".348",".439",".361","107","-10.0","","7.1","1011752"
"Sam Mele","- - -","1046","3796","916","80","406","544","15","8.2 %","9.0 %",".141",".276",".267",".328",".408",".338","96","-23.0","","7.0","1008747"
"Don Lenhardt","- - -","481","1720","401","61","192","239","6","12.4 %","13.7 %",".179",".287",".271",".365",".450",".373","113","-9.0","","7.0","1007522"
"Don Johnson","Cubs","511","2102","528","8","219","175","26","5.3 %","8.1 %",".065",".296",".273",".315",".337",".313","84","-3.0","","7.0","1006447"
"Danny Murtaugh","- - -","682","2562","585","8","229","208","31","10.2 %","7.2 %",".068",".280",".260",".339",".328",".324","86","-13.0","","6.9","1009402"
"Davey Williams","Giants","517","1993","450","32","235","163","6","8.2 %","7.2 %",".099",".259",".252",".320",".351",".312","80","14.0","","6.9","1013984"
"Butch Nieman","Braves","332","1183","269","37","147","167","20","10.9 %","10.1 %",".176",".260",".256",".339",".432",".368","118","3.0","","6.7","1009588"
"Wes Covington","Braves","459","1556","403","64","174","235","6","6.8 %","11.4 %",".192",".286",".285",".337",".477",".354","121","-29.0","","6.6","1002687"
"Murry Dickson","- - -","636","1141","253","3","81","82","0","1.1 %","9.1 %",".048",".253",".231",".241",".280",".240","33","0.0","","6.6","1003282"
"Ralph Hodgin","White Sox","498","1771","471","4","194","184","7","5.3 %","3.3 %",".084",".296",".287",".332",".371",".330","99","13.0","","6.6","1005888"
"Matt Batts","- - -","546","1772","432","26","163","220","6","8.1 %","9.2 %",".121",".286",".269",".329",".391",".332","88","-6.0","","6.6","1000677"
"Bert Haas","- - -","704","2648","634","22","261","261","51","7.7 %","7.1 %",".091",".277",".263",".322",".354",".326","92","-5.0","","6.6","1005168"
"Joe Tipton","- - -","417","1324","264","29","116","125","3","14.0 %","10.7 %",".119",".248",".236",".351",".355",".336","95","-1.0","","6.6","1013081"
"Mickey Rocco","Indians","440","1934","444","30","219","186","6","9.0 %","7.5 %",".114",".268",".258",".327",".372",".330","104","10.0","","6.5","1011085"
"Ray Jablonski","- - -","808","2807","687","83","297","438","16","7.0 %","11.8 %",".155",".277",".268",".320",".423",".332","92","-40.0","","6.5","1006286"
"Joe Ginsberg","- - -","668","1952","408","20","167","177","7","11.5 %","6.7 %",".080",".251",".242",".334",".322",".308","82","-5.0","","6.5","1004742"
"Hal Newhouser","- - -","428","1044","184","2","65","77","2","8.0 %","13.2 %",".036",".240",".205",".272",".241",".251","40","0.0","","6.5","1009535"
"Oscar Grimes","- - -","391","1445","311","10","151","118","18","13.8 %","13.1 %",".087",".301",".259",".369",".346",".348","110","-10.0","","6.4","1005064"
"Frankie Crosetti","Yankees","402","1553","323","15","171","124","15","9.5 %","10.7 %",".071",".265",".240",".330",".311",".314","89","8.0","","6.4","1002802"
"Dom Dallessandro","Cubs","431","1212","277","15","118","171","7","14.9 %","6.9 %",".118",".283",".270",".380",".388",".370","123","-11.0","","6.4","1002947"
"Mickey Witek","- - -","435","1764","450","18","194","149","5","6.8 %","3.7 %",".077",".281",".278",".328",".355",".326","92","-10.0","","6.4","1014163"
"Don Kolloway","- - -","998","3913","996","26","428","366","64","4.7 %","6.0 %",".082",".284",".271",".307",".354",".307","78","2.0","","6.3","1007087"
"Dick Kokos","Browns","475","1816","410","59","239","223","15","13.3 %","13.9 %",".178",".281",".263",".365",".441",".368","105","-5.0","","6.3","1007083"
"Carden Gillenwater","- - -","328","1150","257","11","128","109","20","13.3 %","11.8 %",".089",".296",".263",".364",".351",".350","103","10.0","","6.2","1004709"
"Oris Hockett","- - -","519","2257","570","12","248","204","43","6.7 %","6.5 %",".088",".291",".275",".327",".363",".322","97","0.0","","6.2","1005877"
"Hank Foiles","- - -","475","1270","264","29","128","112","2","10.7 %","16.9 %",".134",".269",".238",".320",".372",".305","84","9.0","","6.2","1004194"
"Fred Hatfield","- - -","722","2362","493","25","259","165","15","10.5 %","10.5 %",".079",".264",".242",".332",".321",".307","80","12.0","","6.1","1005489"
"Gino Cimoli","- - -","568","1894","467","27","223","188","15","6.7 %","14.2 %",".118",".307",".272",".324",".389",".320","89","15.0","","6.1","1002241"
"Billy Jurges","- - -","505","1865","395","11","172","125","12","10.5 %","7.9 %",".048",".261",".243",".327",".291",".305","79","11.0","","6.1","1006653"
"Don Mueller","- - -","1245","4594","1292","65","499","520","11","3.6 %","3.2 %",".093",".294",".296",".322",".390",".323","88","-15.0","","6.1","1009278"
"Clyde Vollmer","- - -","685","2285","508","69","283","339","7","10.6 %","14.4 %",".150",".270",".251",".335",".402",".342","96","-3.0","","6.1","1013449"
"Bob Kennedy","- - -","1249","4119","968","59","424","432","37","7.4 %","8.8 %",".110",".272",".258",".314",".367",".314","85","4.0","","6.0","1006835"
"Frank House","- - -","636","2159","489","47","199","232","6","6.8 %","6.7 %",".114",".246",".248",".301",".362",".296","75","4.0","","6.0","1006059"
"Bob Allison","Senators","305","1280","282","45","163","154","24","12.0 %","14.9 %",".188",".271",".255",".346",".443",".349","112","-5.0","","5.9","1000166"
"Jim Tabor","- - -","591","2407","566","52","251","313","22","6.9 %","8.8 %",".125",".266",".258",".312",".382",".325","93","-16.0","","5.9","1012808"
"Ken O'Dea","- - -","348","1219","260","19","114","142","1","11.4 %","9.8 %",".114",".263",".246",".335",".360",".335","96","4.0","","5.9","1009722"
"Jackie Brandt","- - -","425","1521","376","39","197","175","20","7.2 %","11.8 %",".155",".286",".271",".324",".427",".332","103","-2.0","","5.8","1001349"
"Emil Verban","- - -","853","3110","793","1","301","241","21","3.5 %","2.4 %",".053",".279",".272",".301",".325",".297","70","5.0","","5.7","1013406"
"Eddie Kasko","- - -","482","1686","421","11","174","139","18","6.8 %","9.1 %",".070",".294",".272",".323",".342",".297","76","19.0","","5.7","1006711"
"George Myatt","Senators","342","1312","319","1","186","86","60","10.4 %","7.7 %",".061",".312",".284",".367",".346",".348","116","-22.0","","5.7","1009413"
"Terry Moore","Cardinals","439","1610","392","20","203","140","11","8.6 %","6.4 %",".096",".284",".273",".340",".370",".338","96","-2.0","","5.6","1009128"
"Skeeter Newsome","- - -","611","2343","544","5","212","165","25","5.8 %","4.7 %",".064",".266",".254",".300",".318",".295","73","7.0","","5.5","1009548"
"Dick Stuart","Pirates","307","1204","300","66","150","209","1","7.6 %","22.3 %",".244",".305",".275",".332",".520",".368","126","-22.0","","5.5","1012639"
"Guy Curtright","White Sox","331","1227","294","9","147","108","20","11.6 %","10.1 %",".098",".306",".276",".363",".374",".350","116","-1.0","","5.4","1002907"
"Norm Larker","Dodgers","340","1135","302","17","125","156","2","8.0 %","6.2 %",".125",".305",".301",".357",".425",".348","107","8.0","","5.3","1007343"
"Tony Taylor","- - -","436","1883","457","19","239","109","70","6.7 %","14.7 %",".096",".308",".269",".322",".364",".312","88","-14.0","","5.3","1012892"
"Bill Sarni","- - -","390","1303","311","22","107","151","6","6.8 %","10.4 %",".117",".278",".263",".313",".380",".313","82","3.0","","5.3","1011451"
"Babe Young","- - -","404","1343","322","34","147","196","4","10.0 %","6.6 %",".150",".268",".269",".346",".419",".360","110","-11.0","","5.3","1014363"
"Stan Rojek","- - -","522","1959","470","4","225","122","32","7.8 %","5.1 %",".060",".281",".266",".327",".326",".315","74","9.0","","5.3","1011155"
"Roy Smalley","- - -","872","2948","601","61","277","305","4","8.7 %","18.4 %",".133",".264",".227",".300",".360",".306","75","-24.0","","5.2","1012077"
"Hobie Landrith","- - -","602","1776","365","26","138","162","5","11.2 %","8.8 %",".091",".247",".237",".322",".328",".292","72","8.0","","5.2","1007300"
"Wayne Terwilliger","- - -","666","2396","501","22","271","162","31","10.3 %","12.4 %",".086",".270",".240",".323",".325",".306","77","7.0","","5.2","1012934"
"Al Evans","- - -","630","2097","455","12","169","184","13","10.6 %","8.5 %",".073",".267",".246",".330",".319",".313","81","-6.0","","5.2","1003857"
"Jake Early","- - -","531","1812","355","17","140","182","7","12.6 %","10.2 %",".086",".248",".227",".329",".313",".313","85","-3.0","","5.2","1003632"
"Rocky Bridges","- - -","832","2277","507","14","225","172","9","7.9 %","8.4 %",".067",".266",".248",".309",".315",".285","67","20.0","","5.2","1001420"
"Al Lopez","- - -","544","1723","380","4","128","143","9","10.4 %","6.1 %",".044",".268",".251",".332",".295",".308","79","9.0","","5.2","1007751"
"Chuck Workman","- - -","515","1946","421","50","210","230","24","8.2 %","10.3 %",".127",".249",".242",".311",".369",".329","92","2.0","","5.2","1014255"
"Mickey Owen","- - -","631","2198","510","6","185","216","22","7.6 %","4.5 %",".063",".268",".257",".316",".321",".307","78","-1.0","","5.1","1009919"
"Pete Coscarart","Pirates","531","2147","472","15","262","157","18","8.4 %","10.1 %",".081",".270",".245",".312",".326",".310","79","-9.0","","5.1","1002649"
"Joe Astroth","Athletics","544","1791","401","13","163","156","6","9.9 %","6.9 %",".070",".269",".254",".334",".324",".310","77","-3.0","","5.0","1000345"
"Ed Fitz Gerald","- - -","807","2310","542","19","199","217","9","8.0 %","10.2 %",".076",".285",".260",".323",".336",".307","79","-17.0","","5.0","1004107"
"Tony Lupien","- - -","604","2625","623","18","280","226","57","9.1 %","4.2 %",".085",".274",".266",".335",".351",".329","93","-9.0","","4.9","1007841"
"Rick Ferrell","- - -","400","1395","311","1","89","121","4","12.2 %","4.3 %",".046",".271",".258",".351",".304",".320","93","-3.0","","4.8","1004007"
"Jim Delsing","- - -","822","2802","627","40","322","286","15","10.7 %","9.0 %",".111",".270",".255",".339",".366",".327","89","-9.0","","4.8","1003183"
"Jim Davenport","Giants","369","1407","323","24","178","117","1","6.2 %","13.3 %",".113",".282",".255",".308",".368",".303","84","7.0","","4.8","1003017"
"Mickey Livingston","- - -","464","1433","309","19","112","134","5","8.7 %","7.1 %",".095",".250",".242",".314",".336",".314","85","1.0","","4.8","1007675"
"Johnny Roseboro","Dodgers","370","1311","267","34","119","129","25","10.8 %","15.1 %",".160",".254",".235",".322",".395",".314","84","-5.0","","4.7","1011199"
"Bob Scheffing","- - -","466","1336","325","19","96","167","4","7.3 %","8.1 %",".098",".279",".265",".321",".363",".322","85","1.0","","4.7","1011535"
"Mike Kreevich","- - -","410","1648","389","9","192","128","25","9.6 %","6.3 %",".073",".282",".266",".339",".339",".325","94","2.0","","4.6","1007151"
"Bubba Phillips","- - -","597","1774","410","26","175","179","13","5.9 %","8.1 %",".100",".262",".253",".302",".353",".292","79","22.0","","4.6","1010284"
"Jim Finigan","- - -","512","1828","422","19","195","168","8","10.4 %","9.6 %",".103",".285",".264",".342",".367",".322","90","-13.0","","4.6","1004052"
"Toby Atwell","- - -","378","1304","290","9","116","110","4","12.3 %","6.4 %",".073",".273",".260",".355",".333",".323","86","-12.0","","4.5","1000356"
"Frank Torre","Braves","514","1373","324","12","129","149","3","8.7 %","3.7 %",".101",".271",".270",".342",".370",".320","99","4.0","","4.5","1013130"
"Al Pilarcik","- - -","586","1718","390","21","187","128","39","9.9 %","8.0 %",".093",".274",".261",".339",".355",".316","95","-3.0","","4.4","1010349"
"Dick Siebert","Athletics","578","2404","595","16","221","249","14","7.0 %","3.7 %",".088",".275",".269",".323",".357",".322","93","5.0","","4.4","1011948"
"Dick Culler","- - -","463","1687","363","2","192","98","19","9.8 %","5.0 %",".038",".257",".244",".321",".282",".297","72","2.0","","4.4","1002858"
"George Hausmann","Giants","301","1303","304","3","173","78","10","9.2 %","5.9 %",".062",".285",".268",".338",".329",".324","86","-3.0","","4.4","1005504"
"Gene Stephens","- - -","777","1724","371","29","231","160","22","10.4 %","14.8 %",".117",".276",".246",".327",".363",".315","84","26.0","","4.3","1012493"
"Curt Flood","- - -","390","1134","258","26","113","106","4","7.2 %","12.9 %",".130",".269",".250",".309",".381",".302","76","28.0","","4.3","1004165"
"Jimmy Wasdell","- - -","593","2191","542","18","218","215","15","8.2 %","3.6 %",".083",".279",".274",".337",".358",".334","98","-19.0","","4.3","1013647"
"Woody Williams","Reds","318","1313","297","1","127","73","13","6.4 %","3.9 %",".042",".257",".247",".298",".288",".286","69","26.0","","4.3","1014045"
"Dusty Rhodes","Giants","576","1316","296","54","146","207","3","10.0 %","14.9 %",".193",".261",".253",".328",".445",".346","104","-9.0","","4.3","1010884"
"Ray Mack","- - -","461","1736","346","12","145","157","23","8.3 %","11.5 %",".082",".248",".222",".290",".304",".288","74","8.0","","4.3","1007926"
