"Name","Team","G","PA","H","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","Fld","BsR","WAR","playerid"
"Lou Brock","- - -","2263","9964","2701","142","1454","804","865","6.9 %","15.9 %",".123",".343",".296",".347",".419",".352","120","-37.0","","54.7","1001458"
"Boog Powell","- - -","1986","7757","1766","339","889","1182","20","12.7 %","15.7 %",".197",".277",".266",".360",".463",".365","134","-10.0","","53.7","1010482"
"Jim Fregosi","- - -","1831","7273","1699","147","827","684","74","9.5 %","14.8 %",".133",".296",".265",".337",".398",".331","113","4.0","","53.2","1004330"
"Sal Bando","Athletics","1468","6086","1311","192","737","796","60","13.0 %","11.5 %",".163",".261",".255",".359",".418",".354","129","26.0","","52.9","1000505"
"Bill Freehan","Tigers","1771","6899","1591","200","706","758","24","9.1 %","10.9 %",".150",".269",".262",".340",".412",".339","113","27.0","","52.8","1004315"
"Bert Campaneris","Athletics","1792","7895","1882","70","983","529","566","6.4 %","11.8 %",".086",".291",".262",".314",".348",".312","101","58.0","","50.7","1001868"
"Reggie Smith","- - -","1404","5842","1468","209","793","761","100","10.1 %","11.9 %",".193",".292",".284",".357",".477",".372","131","64.0","","50.6","1012201"
"Bobby Bonds","- - -","1258","5663","1349","228","906","691","323","11.1 %","21.9 %",".203",".319",".272",".356",".475",".380","138","35.0","","49.5","1001157"
"Rod Carew","Twins","1328","5635","1658","55","737","563","221","8.3 %","10.6 %",".106",".362",".328",".384",".434",".371","135","4.0","","49.0","1001942"
"Tony Oliva","Twins","1675","6879","1917","220","870","947","86","6.5 %","9.4 %",".172",".309",".304",".353",".476",".365","129","56.0","","48.6","1009772"
"Rusty Staub","- - -","1998","8321","2016","212","918","1033","40","11.5 %","8.6 %",".151",".286",".281",".368",".432",".357","126","-50.0","","47.6","1012440"
"Orlando Cepeda","- - -","1674","6789","1802","303","870","1068","89","7.2 %","13.2 %",".203",".299",".293",".351",".496",".370","132","-3.0","","46.2","1002103"
"Rico Petrocelli","Red Sox","1548","6170","1352","210","653","773","10","10.7 %","15.0 %",".169",".265",".251",".332",".420",".337","107","69.0","","45.7","1010245"
"Vada Pinson","- - -","2129","8881","2339","215","1107","1016","250","5.2 %","11.1 %",".152",".298",".284",".322",".435",".337","110","-8.0","","45.0","1010360"
"Roy White","Yankees","1553","6499","1527","135","824","636","203","12.2 %","9.2 %",".135",".284",".274",".363",".409",".353","128","38.0","","44.6","1013890"
"Dick McAuliffe","- - -","1747","7133","1523","197","886","696","63","12.3 %","13.6 %",".156",".264",".247",".343",".404",".336","110","-26.0","","44.6","1008331"
"Frank Howard","- - -","1761","6813","1644","357","805","1034","8","11.0 %","19.6 %",".228",".296",".274",".356",".502",".377","143","-118.0","","44.3","1006080"
"Luis Aparicio","- - -","1856","8047","1916","67","924","542","321","6.4 %","6.3 %",".084",".271",".261",".309",".344",".301","88","82.0","","44.2","1000278"
"Graig Nettles","- - -","1216","4877","1065","180","562","592","26","10.4 %","12.0 %",".169",".248",".248",".329",".418",".339","114","137.0","","43.8","1009517"
"Mickey Mantle","Yankees","1002","3856","878","216","564","574","41","18.9 %","17.8 %",".255",".298",".284",".418",".539",".419","170","-57.0","","43.1","1008082"
"Paul Blair","Orioles","1680","6192","1426","126","737","567","167","6.8 %","13.2 %",".134",".276",".254",".306",".388",".314","102","168.0","","43.0","1001031"
"Felipe Alou","- - -","1806","7089","1902","184","878","759","88","5.2 %","8.4 %",".145",".293",".289",".330",".434",".338","115","42.0","","41.8","1000177"
"Ron Fairly","- - -","2070","7252","1657","179","809","906","35","12.8 %","10.2 %",".139",".279",".269",".365",".408",".347","121","1.0","","41.6","1003907"
"Maury Wills","- - -","1711","7487","1919","20","965","424","529","6.7 %","8.1 %",".051",".305",".281",".330",".332",".308","97","1.0","","41.3","1014053"
"Don Buford","- - -","1286","5347","1203","93","718","418","200","12.6 %","10.8 %",".115",".283",".264",".362",".379",".337","118","62.0","","41.1","1001636"
"Johnny Callison","- - -","1720","6913","1645","213","868","786","73","8.5 %","13.9 %",".179",".283",".265",".331",".444",".342","116","46.0","","39.8","1001851"
"George Scott","- - -","1652","6766","1651","220","757","853","65","8.4 %","17.1 %",".164",".301",".271",".335",".435",".344","116","79.0","","39.4","1011682"
"Eddie Mathews","- - -","1061","4291","942","174","580","552","25","14.1 %","16.2 %",".198",".275",".259",".364",".457",".362","130","21.0","","38.8","1008236"
"Bob Bailey","- - -","1835","6833","1526","183","751","753","82","12.0 %","16.0 %",".146",".287",".258",".348",".404",".337","111","-32.0","","38.3","1000420"
"Curt Flood","- - -","1369","5824","1603","59","738","530","84","6.2 %","7.9 %",".090",".320",".301",".349",".391",".332","106","72.0","","38.2","1004165"
"Bob Allison","Twins","1236","4641","999","211","648","642","60","13.8 %","18.1 %",".225",".272",".254",".361",".479",".374","133","36.0","","38.0","1000166"
"Ken McMullen","- - -","1505","5579","1242","151","553","587","20","8.9 %","14.0 %",".134",".266",".249",".316",".382",".315","104","79.0","","37.9","1008650"
"Cesar Cedeno","Astros","970","4126","1097","121","597","523","313","7.7 %","12.3 %",".174",".311",".294",".351",".468",".376","137","4.0","","36.4","1002100"
"Rocky Colavito","- - -","1159","4768","1084","210","610","699","12","13.1 %","10.4 %",".204",".256",".266",".362",".470",".367","130","28.0","","35.9","1002404"
"Clete Boyer","- - -","1430","5585","1234","147","569","595","37","7.6 %","14.0 %",".134",".260",".244",".303",".377",".302","89","139.0","","35.6","1001282"
"Bobby Grich","Orioles","786","3344","730","70","432","307","77","13.7 %","15.6 %",".144",".297",".262",".372",".405",".359","133","72.0","","35.3","1005033"
"Rico Carty","- - -","1247","4692","1281","146","544","656","16","10.3 %","10.9 %",".163",".321",".308",".379",".471",".378","137","-1.0","","34.9","1002025"
"Leo Cardenas","- - -","1886","7249","1692","117","649","677","39","7.1 %","15.2 %",".110",".292",".258",".312",".368",".300","85","34.0","","34.7","1001938"
"Tom Haller","- - -","1294","4519","1011","134","461","504","14","10.6 %","13.1 %",".157",".270",".257",".340",".414",".330","111","-2.0","","34.4","1005244"
"Ron Hunt","- - -","1483","6158","1429","39","745","370","65","9.0 %","6.2 %",".074",".287",".273",".368",".347",".331","108","-40.0","","34.4","1006212"
"Thurman Munson","Yankees","1023","4180","1082","86","496","491","40","7.9 %","9.8 %",".123",".302",".289",".349",".411",".342","119","27.0","","34.3","1009334"
"Bobby Murcer","- - -","1250","5305","1307","174","683","723","90","11.0 %","11.2 %",".171",".289",".281",".360",".453",".365","132","-54.0","","34.2","1009338"
"Mark Belanger","Orioles","1399","4988","1030","17","518","298","132","8.7 %","12.5 %",".052",".269",".235",".307",".287",".280","78","178.0","","33.9","1000786"
"Davey Johnson","- - -","1289","5121","1170","124","522","553","32","10.2 %","12.2 %",".141",".276",".260",".338",".401",".333","111","14.0","","33.8","1006440"
"Willie Horton","Tigers","1514","5974","1489","262","671","886","14","7.9 %","15.8 %",".196",".290",".276",".337",".472",".358","126","-16.0","","33.2","1006038"
"Manny Sanguillen","Pirates","1103","4411","1256","56","499","505","29","4.2 %","6.3 %",".106",".312",".303",".333",".409",".328","104","44.0","","32.7","1011434"
"Lee May","- - -","1501","6105","1532","273","734","945","27","5.9 %","18.9 %",".202",".295",".271",".318",".474",".352","122","-14.0","","32.5","1008303"
"Ted Simmons","Cardinals","994","4162","1115","82","431","569","7","8.4 %","7.2 %",".137",".303",".297",".356",".434",".352","117","-6.0","","32.5","1011986"
"Ken Boyer","- - -","1145","4577","1160","136","574","638","32","9.2 %","13.1 %",".161",".301",".283",".348",".444",".348","114","16.0","","32.5","1001283"
"Denis Menke","- - -","1586","5934","1270","101","605","606","34","11.8 %","14.4 %",".120",".280",".250",".343",".370",".319","103","-30.0","","32.3","1008766"
"Bill White","- - -","1227","4909","1256","151","617","656","60","9.5 %","14.4 %",".166",".312",".288",".357",".454",".356","120","53.0","","32.2","1013855"
"Don Mincher","- - -","1373","4633","984","198","520","638","24","12.8 %","14.2 %",".202",".251",".249",".349",".451",".353","125","31.0","","31.2","1008973"
"Tom Tresh","- - -","1192","4895","1041","153","595","530","45","11.2 %","14.3 %",".166",".259",".245",".335",".411",".335","114","1.0","","31.2","1013179"
"Tommie Agee","- - -","1129","4324","999","130","558","433","167","7.9 %","21.2 %",".157",".302",".255",".320",".412",".331","111","64.0","","30.7","1000080"
"Tim McCarver","- - -","1618","5617","1371","89","523","587","54","8.4 %","6.6 %",".116",".277",".272",".334",".388",".320","99","-25.0","","30.5","1008378"
"Rick Monday","- - -","1338","5373","1232","168","726","549","90","12.7 %","20.4 %",".176",".316",".267",".363",".443",".361","124","-83.0","","30.5","1009051"
"Jose Cardenal","- - -","1738","7002","1763","129","852","702","320","7.6 %","10.6 %",".122",".295",".277",".333",".399",".335","107","-34.0","","30.1","1001937"
"Mike Schmidt","Phillies","625","2548","532","131","358","373","74","14.7 %","24.3 %",".248",".290",".252",".369",".500",".391","140","49.0","","29.9","1011586"
"Tommy Harper","- - -","1798","7164","1609","146","972","567","408","10.5 %","15.1 %",".122",".288",".257",".338",".379",".335","109","-28.0","","29.5","1005383"
"Ron Hansen","- - -","1217","4330","872","84","373","414","6","11.1 %","12.5 %",".109",".249",".232",".319",".341",".299","91","80.0","","29.4","1005329"
"Roger Maris","- - -","939","3709","842","178","511","536","5","11.3 %","12.2 %",".217",".253",".261",".348",".478",".365","131","19.0","","29.1","1008110"
"Cesar Tovar","- - -","1480","6177","1546","46","834","435","226","6.7 %","6.6 %",".090",".291",".278",".335",".368",".322","103","30.0","","29.0","1013142"
"Doug Rader","- - -","1315","5264","1181","137","565","655","35","8.7 %","18.0 %",".148",".285",".251",".319",".400",".324","104","-7.0","","28.9","1010638"
"Jim Northrup","- - -","1387","5215","1254","153","603","610","39","8.6 %","12.2 %",".162",".280",".267",".333",".429",".341","115","17.0","","28.8","1009641"
"Darrell Evans","- - -","841","3501","712","130","464","421","38","16.1 %","14.1 %",".182",".255",".247",".370",".429",".366","121","30.0","","28.8","1003864"
"Elston Howard","- - -","965","3601","906","109","385","463","3","6.8 %","14.4 %",".154",".295",".275",".327",".428",".331","109","27.0","","28.7","1006079"
"Tony Gonzalez","- - -","1442","5433","1392","94","653","568","76","8.3 %","11.6 %",".124",".311",".287",".353",".410",".339","114","-24.0","","28.6","1004845"
"Al Oliver","Pirates","1147","4802","1315","116","614","635","41","4.6 %","8.4 %",".156",".300",".295",".333",".451",".351","119","-9.0","","28.6","1009773"
"Jim Ray Hart","- - -","1125","4236","1052","170","518","578","17","9.0 %","13.5 %",".189",".287",".278",".345",".467",".359","129","-57.0","","28.5","1005448"
"Richie Hebner","Pirates","1033","4169","1015","121","540","482","9","9.2 %","10.1 %",".167",".283",".277",".350",".445",".357","122","-49.0","","28.1","1005571"
"Amos Otis","- - -","1090","4576","1141","102","614","494","210","9.0 %","11.0 %",".146",".296",".281",".346",".427",".356","124","-25.0","","27.3","1009893"
"Bill Mazeroski","Pirates","1496","5799","1383","90","503","594","18","5.3 %","7.9 %",".101",".265",".257",".297",".358",".288","80","111.0","","27.1","1008316"
"Wes Parker","Dodgers","1288","4835","1110","64","548","470","60","11.0 %","12.7 %",".108",".297",".267",".351",".375",".327","112","38.0","","26.9","1010009"
"Gene Alley","Pirates","1195","4332","999","55","442","342","63","6.9 %","14.4 %",".100",".289",".254",".310",".354",".297","88","57.0","","26.5","1000160"
"Matty Alou","- - -","1663","6217","1776","31","779","427","156","5.0 %","6.1 %",".074",".323",".307",".345",".381",".327","107","-37.0","","26.5","1000179"
"Pete Ward","- - -","973","3511","776","98","345","427","20","10.6 %","15.4 %",".152",".277",".254",".339",".405",".332","115","34.0","","26.4","1013621"
"Johnny Briggs","- - -","1366","4837","1041","139","601","507","64","13.7 %","16.2 %",".163",".280",".253",".355",".416",".348","121","-21.0","","26.2","1001429"
"Donn Clendenon","- - -","1362","5112","1273","159","594","682","90","7.4 %","22.3 %",".168",".328",".274",".328",".442",".340","116","-6.0","","25.5","1002345"
"Ed Charles","- - -","1005","3909","917","86","438","421","86","8.5 %","13.4 %",".134",".286",".263",".330",".397",".327","104","20.0","","24.8","1002158"
"Ron Cey","Dodgers","626","2577","584","82","292","361","7","12.6 %","11.8 %",".162",".274",".267",".362",".428",".356","124","43.0","","24.7","1002108"
"Tommy Davis","- - -","1888","7364","2024","142","768","1008","130","5.0 %","9.8 %",".109",".310",".295",".330",".403",".328","109","-46.0","","24.3","1003084"
"Ken Singleton","- - -","945","3831","901","92","451","424","18","15.0 %","14.2 %",".139",".312",".281",".389",".420",".367","130","-14.0","","24.2","1012011"
"Joe Rudi","Athletics","1036","4151","1046","111","466","522","21","5.9 %","12.8 %",".159",".293",".275",".320",".434",".337","119","38.0","","24.2","1011283"
"Gene Tenace","Athletics","802","3014","603","121","369","389","18","15.8 %","17.9 %",".190",".265",".245",".374",".435",".370","139","-19.0","","24.1","1012911"
"Dave Cash","- - -","904","4005","1067","15","526","298","74","7.2 %","5.3 %",".077",".304",".291",".344",".368",".326","100","38.0","","24.1","1002041"
"Johnny Roseboro","- - -","1215","4216","939","70","393","419","42","9.6 %","11.4 %",".110",".271",".253",".328",".363",".304","95","6.0","","24.0","1011199"
"Willie Crawford","- - -","1102","3636","867","83","486","385","47","10.9 %","17.4 %",".144",".314",".272",".352",".416",".346","119","32.0","","23.7","1002750"
"Johnny Romano","- - -","740","2734","581","108","294","339","7","12.9 %","15.3 %",".187",".260",".251",".352",".437",".350","120","0.0","","23.2","1011165"
"Earl Battey","Twins","853","3161","768","76","297","350","8","10.4 %","10.0 %",".131",".289",".278",".356",".409",".341","109","-1.0","","23.0","1000670"
"Bud Harrelson","Mets","1209","4778","981","5","465","230","110","11.4 %","11.9 %",".053",".273",".238",".329",".291",".292","83","33.0","","22.9","1005387"
"John Mayberry","- - -","849","3455","748","132","425","498","16","14.8 %","12.7 %",".187",".263",".259",".372",".446",".369","133","13.0","","22.8","1008289"
"Mack Jones","- - -","1002","3584","778","133","485","415","65","10.7 %","21.1 %",".192",".291",".252",".347",".444",".353","122","-16.0","","22.8","1006574"
"Cleon Jones","- - -","1212","4730","1196","93","565","524","91","7.6 %","14.8 %",".124",".314",".281",".339",".404",".336","112","-12.0","","22.8","1006540"
"Bill Melton","- - -","1094","4404","972","160","479","577","22","10.5 %","14.7 %",".169",".264",".253",".337",".422",".344","113","-34.0","","22.5","1008754"
"Ken Henderson","- - -","1181","4556","1038","109","541","511","84","11.2 %","14.3 %",".142",".287",".262",".347",".404",".341","111","5.0","","22.3","1005634"
"Merv Rettenmund","- - -","823","2671","607","60","347","288","66","13.9 %","12.2 %",".138",".292",".271",".375",".409",".362","130","33.0","","22.0","1010846"
"Carlton Fisk","Red Sox","545","2193","541","88","305","274","33","9.0 %","14.6 %",".204",".291",".277",".349",".480",".375","134","14.0","","21.9","1004101"
"Floyd Robinson","- - -","989","3711","916","67","451","425","40","10.7 %","7.4 %",".128",".291",".283",".364",".410",".346","119","6.0","","21.9","1011064"
"Tony Taylor","- - -","1757","6618","1550","56","766","489","164","7.4 %","12.2 %",".089",".291",".259",".321",".348",".303","90","-25.0","","21.9","1012892"
"Zoilo Versalles","- - -","1356","5467","1231","94","644","466","96","5.7 %","14.5 %",".125",".272",".244",".292",".370",".296","83","2.0","","21.9","1013417"
"Dick Green","Athletics","1288","4462","960","80","427","422","26","7.7 %","17.6 %",".108",".278",".240",".303",".347",".294","86","65.0","","21.7","1004991"
"Ernie Banks","Cubs","1450","5763","1370","243","629","858","14","6.3 %","12.7 %",".193",".259",".260",".310",".454",".333","104","4.0","","21.7","1000512"
"Dave Concepcion","Reds","887","3275","777","40","347","314","149","6.9 %","12.6 %",".094",".289",".261",".314",".355",".310","92","51.0","","21.7","1002494"
"Jim Gentile","- - -","782","2974","642","157","366","446","3","13.5 %","19.6 %",".231",".271",".257",".364",".488",".372","132","1.0","","21.6","1004612"
"Don Money","- - -","1053","4376","1020","95","471","431","68","8.1 %","12.8 %",".132",".281",".261",".322",".393",".323","101","0.0","","21.5","1009052"
"Chuck Hinton","- - -","1353","4455","1048","113","518","443","130","9.3 %","15.4 %",".147",".292",".264",".332",".412",".334","110","-2.0","","21.4","1005852"
"Jim Lefebvre","Dodgers","922","3417","756","74","313","404","8","9.4 %","13.1 %",".127",".270",".251",".323",".378",".312","103","16.0","","21.4","1007473"
"Steve Garvey","Dodgers","806","3120","872","77","373","398","41","5.5 %","10.6 %",".146",".315",".301",".339",".448",".354","123","17.0","","21.1","1004557"
"Bob Watson","Astros","1042","4164","1116","100","497","575","13","9.2 %","11.7 %",".139",".322",".301",".368",".440",".363","129","-72.0","","21.1","1013677"
"Dick Groat","- - -","980","4175","1066","17","422","369","10","6.6 %","7.3 %",".081",".298",".280",".329",".361",".308","89","24.0","","21.1","1005075"
"Freddie Patek","- - -","1135","4503","941","28","536","308","275","9.1 %","12.7 %",".077",".269",".237",".310",".315",".296","84","36.0","","20.8","1010052"
"Joe Pepitone","- - -","1397","5476","1315","219","606","721","41","5.5 %","9.6 %",".174",".250",".258",".301",".432",".322","103","-4.0","","20.7","1010167"
"Chris Speier","Giants","887","3658","796","56","372","350","26","10.8 %","11.4 %",".109",".270",".250",".334",".358",".318","94","11.0","","20.7","1012316"
"Felix Millan","- - -","1384","5985","1539","20","659","382","66","5.0 %","3.9 %",".064",".289",".281",".324",".345",".305","88","-13.0","","20.5","1008867"
"Jerry Grote","- - -","1290","4539","1018","38","332","375","14","8.3 %","12.7 %",".074",".281",".250",".315",".325",".288","81","25.0","","20.3","1005092"
"Johnny Edwards","- - -","1468","5132","1106","81","430","524","15","9.1 %","12.4 %",".111",".263",".242",".311",".353",".292","81","6.0","","20.1","1003689"
"Clay Dalrymple","- - -","997","3352","667","51","232","306","3","11.1 %","11.4 %",".100",".249",".231",".321",".331",".289","82","62.0","","19.4","1002950"
"Garry Maddox","- - -","661","2742","753","42","346","302","112","5.5 %","12.8 %",".135",".328",".296",".339",".432",".351","115","32.0","","19.4","1007948"
"Bernie Carbo","- - -","769","2697","572","73","302","289","22","16.7 %","17.7 %",".162",".299",".260",".388",".422",".368","127","21.0","","19.2","1001935"
"Rich Rollins","- - -","1002","3675","887","77","419","399","17","7.2 %","11.2 %",".120",".285",".269",".328",".388",".321","99","5.0","","19.1","1011162"
"Horace Clarke","- - -","1271","5242","1230","27","548","304","151","7.0 %","6.9 %",".058",".270",".256",".308",".313",".288","85","24.0","","19.1","1002287"
"Jim Pagliaroni","- - -","820","2775","603","88","262","316","4","11.4 %","17.4 %",".153",".278",".251",".342",".404",".332","108","-7.0","","18.9","1009958"
"Jimmie Hall","- - -","963","3169","724","121","387","391","38","9.1 %","16.7 %",".179",".272",".254",".321",".434",".334","111","16.0","","18.9","1005253"
"Richie Zisk","Pirates","578","2240","600","69","285","324","2","9.7 %","16.8 %",".177",".337",".299",".366",".477",".380","137","16.0","","18.8","1014455"
"Norm Siebern","- - -","954","3517","798","84","435","438","9","14.5 %","13.8 %",".147",".294",".270",".374",".417",".352","117","1.0","","18.7","1011949"
"Vic Davalillo","- - -","1323","4132","1075","35","488","312","121","5.0 %","9.9 %",".086",".302",".279",".315",".365",".306","94","37.0","","18.7","1003012"
"Wayne Garrett","- - -","924","3572","710","57","404","306","35","14.3 %","13.6 %",".104",".264",".237",".349",".341",".319","98","13.0","","18.5","1004547"
"Toby Harrah","Senators","834","3326","759","69","384","337","82","10.8 %","9.7 %",".117",".272",".262",".342",".379",".332","111","-36.0","","18.4","1005384"
"Ed Brinkman","- - -","1826","6640","1355","60","550","461","30","6.7 %","12.7 %",".076",".250",".224",".280",".300",".263","63","79.0","","18.3","1001438"
"Paul Schaal","- - -","1126","4149","869","57","436","323","43","12.4 %","11.2 %",".100",".265",".244",".341",".344",".315","101","-29.0","","18.3","1011502"
"Davey Lopes","Dodgers","560","2494","562","28","358","134","239","11.3 %","11.9 %",".098",".290",".261",".349",".359",".344","116","13.0","","18.3","1007750"
"Manny Mota","- - -","1395","4085","1106","30","488","423","49","6.7 %","7.6 %",".087",".321",".302",".352",".389",".331","111","-29.0","","18.2","1009259"
"Rick Reichardt","- - -","997","3685","864","116","391","445","40","7.1 %","18.2 %",".153",".294",".261",".326",".414",".332","113","5.0","","18.1","1010791"
"Ken Berry","- - -","1370","4545","1053","58","422","343","45","6.6 %","12.5 %",".089",".282",".255",".308",".344",".294","89","70.0","","18.1","1000908"
"Don Lock","- - -","921","3116","642","122","359","373","30","12.0 %","24.9 %",".179",".285",".238",".331",".417",".333","111","-3.0","","18.0","1007686"
"Leon Wagner","- - -","1152","4435","1082","189","573","601","53","8.5 %","13.1 %",".183",".276",".272",".338",".454",".349","120","-78.0","","18.0","1013487"
"Duke Sims","- - -","842","2810","580","100","263","310","6","12.0 %","17.2 %",".162",".260",".239",".340",".401",".335","112","-18.0","","17.9","1012000"
"Bobby Knoop","- - -","1153","4004","856","56","337","331","16","7.6 %","20.8 %",".098",".290",".236",".296",".334",".282","81","66.0","","17.9","1007049"
"Woodie Held","- - -","927","2948","600","102","322","338","8","12.0 %","20.6 %",".171",".273",".239",".340",".410",".334","108","-5.0","","17.8","1005609"
"Mike Epstein","- - -","907","3393","695","130","362","380","7","13.2 %","19.0 %",".180",".269",".244",".358",".424",".353","129","-38.0","","17.7","1003800"
"Mickey Stanley","Tigers","1378","5073","1152","106","596","469","44","6.8 %","10.2 %",".128",".258",".248",".299",".376",".305","90","31.0","","17.6","1012415"
"Bill Russell","Dodgers","950","3405","802","25","334","292","82","6.3 %","10.7 %",".082",".283",".258",".307",".340",".292","83","52.0","","17.4","1011311"
"Jim Hickman","- - -","1420","4535","1002","159","518","560","17","10.8 %","18.3 %",".174",".280",".252",".335",".426",".340","108","-39.0","","17.4","1005777"
"Nate Colbert","- - -","999","3863","833","173","481","520","52","9.9 %","23.3 %",".207",".278",".243",".322",".451",".344","116","-19.0","","17.4","1002407"
"Bobby Tolan","- - -","1190","4542","1100","84","562","485","192","5.6 %","12.6 %",".118",".289",".267",".316",".385",".318","98","10.0","","17.3","1013100"
"Billy North","- - -","660","2734","634","12","367","145","219","11.6 %","14.2 %",".064",".317",".269",".359",".333",".331","112","42.0","","17.3","1009638"
"Eddie Bressoud","- - -","802","2855","652","71","325","269","7","9.3 %","18.7 %",".157",".297",".256",".326",".414",".327","99","-4.0","","17.1","1001397"
"Curt Blefary","- - -","974","3490","699","112","394","382","24","13.1 %","12.7 %",".163",".243",".237",".342",".400",".333","117","-18.0","","16.9","1001068"
"Don Wert","- - -","1110","4346","929","77","417","366","22","9.0 %","12.2 %",".102",".261",".242",".314",".343",".297","87","14.0","","16.9","1013790"
"Dick Dietz","- - -","646","2244","478","66","226","301","4","17.0 %","17.9 %",".163",".300",".261",".390",".425",".370","132","-57.0","","16.8","1003290"
"Jerry Adair","- - -","1139","4254","1008","56","373","363","29","4.8 %","11.4 %",".093",".276",".255",".292",".347",".283","78","54.0","","16.8","1000038"
"Dusty Baker","- - -","736","2936","709","81","347","363","60","9.7 %","12.3 %",".147",".287",".273",".343",".420",".346","109","22.0","","16.8","1000450"
"George Foster","- - -","613","2187","546","79","262","324","31","7.4 %","17.9 %",".186",".305",".275",".333",".462",".357","123","29.0","","16.7","1004250"
"Joe Foy","- - -","716","2937","615","58","355","291","99","13.3 %","13.8 %",".124",".272",".248",".351",".372",".332","108","-13.0","","16.7","1004286"
"Greg Luzinski","Phillies","741","3056","787","112","343","443","12","9.0 %","20.3 %",".187",".335",".290",".358",".477",".373","129","-43.0","","16.7","1007855"
"Tony Conigliaro","- - -","876","3591","849","166","464","516","20","8.0 %","17.5 %",".212",".278",".264",".327",".476",".353","118","-24.0","","16.5","1002502"
"Steve Braun","Twins","748","2830","689","35","333","273","32","12.6 %","10.1 %",".097",".307",".284",".376",".381",".349","119","2.0","","16.4","1001366"
"Randy Hundley","- - -","1055","3794","813","82","311","381","12","7.1 %","14.9 %",".113",".259",".236",".293",".350",".288","74","42.0","","16.4","1006189"
"Ralph Garr","- - -","934","4005","1180","53","533","283","151","4.3 %","8.3 %",".108",".333",".315",".346",".423",".348","111","-22.0","","16.4","1004554"
