"Name","Team","G","PA","H","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","Fld","BsR","WAR","playerid"
"Babe Ruth","- - -","2503","10616","2873","714","2174","2217","123","19.4 %","12.5 %",".348",".340",".342",".474",".690",".510","197","79.0","","177.7","1011327"
"Barry Bonds","- - -","2976","12606","2935","762","2227","1996","514","20.3 %","12.2 %",".309",".285",".298",".444",".607",".439","175","188.3","-15.8","168.2","1109"
"Ty Cobb","- - -","3035","13072","4189","117","2246","1937","892","9.6 %","4.1 %",".146",".378",".366",".433",".512",".451","171","0.0","","163.9","1002378"
"Willie Mays","- - -","2992","12493","3283","660","2062","1903","338","11.7 %","12.2 %",".256",".299",".302",".384",".557",".413","157","185.0","","163.2","1008315"
"Hank Aaron","- - -","3298","13940","3771","755","2174","2297","240","10.1 %","9.9 %",".250",".291",".305",".374",".555",".405","154","98.0","","150.5","1000001"
"Honus Wagner","- - -","2792","11739","3415","101","1736","1732","722","8.2 %","7.6 %",".139",".318",".327",".391",".466",".414","152","85.0","","149.8","1013485"
"Tris Speaker","- - -","2789","11988","3514","117","1882","1529","432","11.5 %","2.3 %",".156",".350",".345",".428",".500",".436","158","92.0","","142.6","1012309"
"Ted Williams","Red Sox","2292","9791","2654","521","1798","1839","24","20.6 %","7.2 %",".289",".328",".344",".482",".634",".493","189","-29.0","","139.8","1014040"
"Stan Musial","Cardinals","3026","12712","3630","475","1949","1951","78","12.6 %","5.5 %",".228",".320",".331",".417",".559",".436","158","52.0","","139.3","1009405"
"Rogers Hornsby","- - -","2259","9475","2930","301","1579","1584","135","11.0 %","7.2 %",".218",".365",".358",".434",".577",".459","171","54.0","","134.9","1006030"
"Eddie Collins","- - -","2826","12037","3315","47","1821","1300","744","12.5 %","3.2 %",".096",".343",".333",".424",".429",".414","149","35.0","","134.2","1002451"
"Lou Gehrig","Yankees","2164","9660","2721","493","1888","1995","102","15.6 %","8.2 %",".292",".332",".340",".447",".632",".474","174","2.0","","125.9","1004598"
"Mickey Mantle","Yankees","2401","9909","2415","536","1677","1509","153","17.5 %","17.3 %",".259",".318",".298",".421",".557",".431","171","-44.0","","123.1","1008082"
"Frank Robinson","- - -","2808","11743","2943","586","1829","1812","204","12.1 %","13.0 %",".243",".295",".294",".389",".537",".406","155","25.0","","116.3","1011066"
"Mel Ott","Giants","2730","11337","2876","511","1859","1860","89","15.1 %","7.9 %",".229",".294",".304",".414",".533",".432","155","50.0","","116.1","1009904"
"Rickey Henderson","- - -","3068","13346","3055","297","2295","1115","1406","16.4 %","12.7 %",".140",".305",".279",".401",".419",".386","141","62.9","0.0","114.1","194"
"Alex Rodriguez","- - -","2397","10634","2775","629","1824","1893","305","11.0 %","18.0 %",".265",".318",".302",".386",".567",".407","148","27.6","10.1","112.5","1274"
"Jimmie Foxx","- - -","2317","9670","2646","534","1751","1922","87","15.0 %","13.6 %",".284",".336",".325",".428",".609",".458","159","23.0","","112.3","1004285"
"Mike Schmidt","Phillies","2400","10062","2234","548","1506","1595","174","15.0 %","18.7 %",".260",".280",".267",".380",".527",".395","146","127.0","","110.6","1011586"
"Carl Yastrzemski","Red Sox","3306","13991","3419","452","1816","1844","168","13.2 %","10.0 %",".177",".290",".285",".379",".462",".374","130","185.0","","108.7","1014326"
"Nap Lajoie","- - -","2480","10460","3242","83","1504","1599","380","4.9 %","4.0 %",".128",".295",".338",".380",".467",".399","143","83.0","","108.2","1007259"
"Joe Morgan","- - -","2645","11329","2517","268","1650","1133","689","16.5 %","9.0 %",".156",".278",".271",".392",".427",".382","141","-47.0","","108.0","1009179"
"Eddie Mathews","- - -","2391","10101","2315","512","1509","1453","68","14.3 %","14.7 %",".238",".273",".271",".376",".509",".390","143","33.0","","107.2","1008236"
"Al Kaline","Tigers","2834","11597","3007","399","1622","1583","137","11.0 %","8.8 %",".182",".296",".297",".376",".480",".379","134","156.0","","101.9","1006678"
"Cal Ripken","Orioles","2998","12883","3184","431","1647","1695","36","8.8 %","10.1 %",".172",".277",".276",".340",".447",".345","111","181.0","","99.7","1010978"
"Wade Boggs","- - -","2437","10740","3010","118","1513","1013","24","13.1 %","6.9 %",".115",".344",".328",".415",".443",".380","131","105.0","","94.8","1001124"
"Brooks Robinson","Orioles","2884","11782","2848","268","1232","1357","28","7.3 %","8.4 %",".133",".271",".267",".322",".401",".322","105","294.0","","94.6","1011055"
"Joe DiMaggio","Yankees","1736","7671","2214","361","1390","1537","30","10.3 %","4.8 %",".254",".304",".325",".398",".579",".439","153","49.0","","92.0","1003311"
"George Brett","Royals","2702","11625","3154","317","1583","1596","201","9.4 %","7.8 %",".183",".307",".305",".369",".487",".374","133","47.0","","91.6","1001400"
"Pete Rose","- - -","3557","15876","4256","160","2165","1314","198","9.9 %","7.2 %",".106",".319",".303",".375",".409",".353","120","-56.0","","91.5","1011217"
"Roberto Clemente","Pirates","2433","10212","3000","240","1416","1305","83","6.1 %","12.0 %",".158",".343",".317",".359",".475",".366","129","204.0","","91.3","1002340"
"Cap Anson","- - -","2523","11319","3418","97","1996","2076","276","8.7 %","2.8 %",".112",".339",".333",".393",".445",".389","131","59.0","","88.7","1000272"
"Charlie Gehringer","Tigers","2323","10237","2839","184","1774","1427","181","11.6 %","3.6 %",".160",".320",".320",".404",".480",".404","124","34.0","","88.1","1004596"
"Albert Pujols","Cardinals","1704","7433","2073","445","1291","1329","84","13.1 %","9.5 %",".288",".311",".328",".420",".617",".430","167","64.9","17.3","87.8","1177"
"Chipper Jones","Braves","2385","10166","2615","454","1561","1561","149","14.3 %","13.4 %",".228",".314",".304",".402",".533",".399","143","-41.6","-4.3","87.5","97"
"George Davis","- - -","2368","10151","2660","73","1539","1437","616","8.6 %","4.4 %",".110",".313",".295",".361",".405",".370","120","146.0","","86.4","1003049"
"Roger Connor","- - -","1997","8837","2467","138","1620","1322","244","11.3 %","5.1 %",".169",".324",".317",".397",".486",".404","141","82.0","","86.3","1002537"
"Luke Appling","White Sox","2422","10243","2749","45","1319","1116","179","12.7 %","5.2 %",".088",".326",".310",".399",".398",".376","116","41.0","","84.7","1000284"
"Jeff Bagwell","Astros","2148","9431","2314","449","1517","1529","202","14.9 %","16.5 %",".244",".317",".297",".408",".540",".406","149","59.1","0.6","83.9","547"
"Ken Griffey Jr.","- - -","2668","11304","2781","630","1662","1836","184","11.6 %","15.7 %",".254",".287",".284",".370",".538",".385","133","-39.1","-17.0","83.9","327"
"Johnny Bench","Reds","2152","8673","2048","389","1091","1376","68","10.3 %","14.7 %",".208",".273",".267",".342",".476",".361","125","71.0","","81.6","1000826"
"Fred Clarke","- - -","2242","9819","2672","67","1619","1015","506","8.9 %","5.4 %",".117",".320",".312",".386",".429",".392","135","91.0","","81.6","1002280"
"Reggie Jackson","- - -","2820","11416","2584","563","1551","1702","228","12.0 %","22.7 %",".228",".298",".262",".356",".490",".375","139","-25.0","","81.4","1006308"
"Rod Carew","- - -","2465","10550","3053","92","1424","1015","353","9.6 %","9.7 %",".101",".359",".328",".393",".429",".370","132","16.0","","80.4","1001942"
"Dan Brouthers","- - -","1673","7658","2296","106","1523","1296","256","11.0 %","3.1 %",".177",".344",".342",".423",".519",".432","156","-14.0","","80.1","1001486"
"Bill Dahlen","- - -","2443","10390","2457","84","1589","1233","547","10.2 %","7.6 %",".110",".317",".272",".358",".382",".360","109","139.0","","80.0","1002924"
"Ron Santo","- - -","2242","9397","2254","342","1138","1331","35","11.8 %","14.3 %",".187",".292",".277",".362",".464",".366","125","22.0","","79.3","1011447"
"Paul Waner","- - -","2549","10762","3152","113","1627","1309","104","10.1 %","3.5 %",".140",".339",".333",".404",".473",".405","135","23.0","","79.2","1013597"
"Eddie Murray","- - -","3021","12817","3255","504","1627","1917","110","10.4 %","11.8 %",".189",".291",".287",".359",".476",".365","128","61.0","","78.8","1009386"
"Frankie Frisch","- - -","2311","10100","2880","105","1532","1244","419","7.2 %","2.7 %",".116",".318",".316",".369",".432",".377","115","140.0","","78.8","1004364"
"Al Simmons","- - -","2215","9515","2927","307","1507","1827","88","6.5 %","7.7 %",".201",".340",".334",".380",".535",".409","132","67.0","","78.5","1011978"
"Harmon Killebrew","- - -","2435","9831","2086","573","1283","1584","19","15.9 %","17.3 %",".252",".254",".256",".376",".509",".389","142","-79.0","","78.4","1006905"
"Harry Heilmann","- - -","2148","8960","2660","183","1291","1539","113","9.6 %","6.1 %",".179",".351",".342",".410",".520",".426","144","-44.0","","78.1","1005590"
"Sam Crawford","- - -","2517","10594","2961","97","1391","1525","366","7.2 %","4.1 %",".143",".307",".309",".362",".452",".384","138","-36.0","","76.5","1002748"
"Frank Thomas","- - -","2322","10075","2468","521","1494","1704","32","16.5 %","13.9 %",".254",".304",".301",".419",".555",".416","154","-68.2","-29.5","76.2","255"
"Willie McCovey","- - -","2588","9691","2211","521","1229","1555","26","13.9 %","16.0 %",".245",".273",".270",".374",".515",".388","145","-78.0","","75.8","1008423"
"Joe Cronin","- - -","2124","8838","2285","170","1233","1424","87","12.0 %","7.9 %",".166",".315",".301",".390",".468",".391","120","28.0","","75.4","1002796"
"Paul Molitor","- - -","2682","12167","3319","234","1782","1307","504","9.0 %","10.2 %",".142",".326",".306",".369",".448",".366","125","7.0","","75.3","1009040"
"Derek Jeter","Yankees","2425","11155","3088","240","1769","1196","339","8.9 %","14.8 %",".136",".355",".313",".383",".449",".369","124","-119.9","17.3","74.4","826"
"Carlton Fisk","- - -","2477","9853","2356","376","1276","1330","128","8.6 %","14.1 %",".188",".280",".269",".341",".457",".354","118","27.0","","74.4","1004101"
"Lou Whitaker","Tigers","2363","9967","2369","244","1386","1084","143","12.0 %","11.0 %",".150",".290",".276",".363",".426",".352","117","77.0","","74.3","1013846"
"Arky Vaughan","- - -","1817","7721","2103","96","1173","926","118","12.1 %","3.6 %",".136",".321",".318",".406",".453",".402","139","21.0","","74.3","1013377"
"Rafael Palmeiro","- - -","2822","12046","3020","569","1663","1835","97","11.2 %","11.2 %",".226",".283",".288",".371",".515",".380","130","46.1","-12.8","74.2","1266"
"Bobby Grich","- - -","2003","8220","1833","224","1033","864","104","13.2 %","15.5 %",".158",".296",".266",".371",".424",".359","128","83.0","","74.1","1005033"
"Sherry Magee","- - -","2087","8546","2169","83","1112","1176","441","8.6 %","7.0 %",".135",".308",".291",".364",".427",".385","138","25.0","","74.1","1007965"
"Ernie Banks","Cubs","2528","10395","2583","512","1305","1636","50","7.3 %","11.9 %",".225",".267",".274",".330",".500",".358","117","54.0","","74.1","1000512"
"Robin Yount","Brewers","2847","12249","3142","251","1632","1406","271","7.9 %","11.0 %",".144",".303",".285",".342",".430",".344","115","-47.0","","74.1","1014396"
"Ivan Rodriguez","- - -","2525","10270","2844","311","1354","1332","127","5.0 %","14.4 %",".168",".321",".296",".334",".464",".343","104","165.2","-3.8","74.1","1275"
"Scott Rolen","- - -","1946","8188","2005","308","1185","1248","116","10.6 %","16.5 %",".212",".306",".282",".366",".494",".370","123","160.5","10.4","73.9","970"
"Larry Walker","- - -","1970","8030","2160","383","1355","1311","230","11.4 %","15.3 %",".252",".332",".313",".400",".565",".414","142","86.1","10.5","73.2","455"
"Jesse Burkett","- - -","2066","9605","2850","75","1720","952","389","10.7 %","6.0 %",".108",".367",".338",".415",".446",".409","140","-4.0","","72.8","1001682"
"Gary Carter","- - -","2283","9019","2092","324","1025","1225","39","9.4 %","11.1 %",".176",".262",".262",".335",".439",".341","114","112.0","","72.5","1002015"
"Goose Goslin","- - -","2287","9822","2735","248","1483","1609","175","9.7 %","6.0 %",".184",".318",".316",".387",".500",".402","127","50.0","","71.9","1004893"
"Graig Nettles","- - -","2685","10227","2225","390","1193","1314","32","10.6 %","11.8 %",".173",".245",".248",".329",".421",".336","111","141.0","","71.8","1009517"
"Johnny Mize","- - -","1884","7371","2011","359","1118","1337","28","11.6 %","7.1 %",".250",".297",".312",".397",".562",".433","155","18.0","","71.8","1009014"
"Reggie Smith","- - -","1982","8050","2020","314","1123","1092","137","11.1 %","12.8 %",".202",".295",".287",".366",".489",".378","136","80.0","","71.8","1012201"
"Andruw Jones","- - -","2091","8395","1887","420","1177","1255","152","10.3 %","20.0 %",".232",".275",".256",".339",".488",".354","112","276.7","-2.1","71.7","96"
"Duke Snider","- - -","2143","8237","2116","407","1259","1333","99","11.8 %","15.0 %",".244",".308",".295",".380",".540",".405","139","-21.0","","71.7","1012230"
"Ed Delahanty","- - -","1835","8389","2596","101","1599","1464","455","8.8 %","5.3 %",".159",".344",".346",".411",".505",".428","143","20.0","","71.7","1003155"
"Jim Thome","- - -","2482","10127","2287","604","1566","1674","19","17.0 %","24.6 %",".279",".321",".277",".403",".556",".406","145","-39.0","-36.8","71.5","409"
"Yogi Berra","- - -","2120","8364","2150","358","1175","1430","30","8.4 %","4.9 %",".198",".262",".285",".348",".482",".370","124","27.0","","71.4","1000898"
"Dwight Evans","- - -","2590","10569","2446","385","1470","1384","78","13.2 %","16.1 %",".198",".295",".272",".370",".470",".374","129","65.0","","71.4","1003865"
"Willie Stargell","Pirates","2356","9026","2232","475","1195","1540","17","10.4 %","21.4 %",".247",".314",".282",".360",".529",".387","145","-73.0","","70.9","1012426"
"Tim Raines","- - -","2494","10359","2605","170","1571","980","807","12.8 %","9.3 %",".131",".312",".294",".385",".425",".374","134","-11.2","-1.2","70.8","1406"
"Joe Torre","- - -","2206","8802","2342","252","996","1185","23","8.9 %","12.4 %",".155",".318",".297",".365",".452",".363","129","-29.0","","70.8","1013133"
"Mark McGwire","- - -","1866","7660","1626","583","1167","1414","12","17.2 %","20.8 %",".325",".255",".263",".394",".588",".415","157","-30.0","","70.6","1008559"
"Barry Larkin","Reds","2175","9057","2340","198","1329","960","379","10.4 %","9.0 %",".150",".306",".295",".371",".444",".366","122","28.6","8.0","70.6","335"
"Craig Biggio","Astros","2834","12504","3060","291","1844","1175","414","9.3 %","14.0 %",".152",".311",".281",".363",".433",".355","117","-67.0","3.8","70.5","549"
"Ozzie Smith","- - -","2561","10778","2460","28","1257","793","580","9.9 %","5.5 %",".066",".275",".262",".337",".328",".311","94","239.0","","70.3","1012186"
"Zack Wheat","- - -","2410","9996","2884","132","1289","1248","205","6.5 %","5.7 %",".134",".327",".317",".367",".450",".384","129","54.0","","70.0","1013828"
"Edgar Martinez","Mariners","2049","8678","2248","309","1219","1262","49","14.8 %","13.9 %",".204",".335",".312",".418",".515",".405","148","16.0","-17.0","69.9","1086"
"Lou Boudreau","- - -","1646","7023","1779","68","861","789","51","11.3 %","4.4 %",".120",".303",".295",".380",".415",".372","122","118.0","","69.8","1001234"
"Billy Williams","- - -","2486","10519","2711","426","1410","1475","90","9.9 %","9.9 %",".202",".287",".290",".361",".492",".376","132","-41.0","","69.7","1013975"
"Pee Wee Reese","Dodgers","2166","9470","2170","126","1338","885","232","12.8 %","9.4 %",".108",".289",".269",".366",".377",".354","104","117.0","","69.7","1010776"
"Manny Ramirez","- - -","2299","9774","2574","555","1544","1831","38","13.6 %","18.5 %",".273",".338",".312",".411",".585",".417","152","-157.2","-22.3","69.7","210"
"Alan Trammell","Tigers","2267","9376","2365","185","1231","1003","236","9.1 %","9.3 %",".130",".298",".285",".352",".415",".343","111","76.0","","69.5","1013157"
"Billy Hamilton","- - -","1591","7584","2158","40","1690","736","912","15.7 %","4.5 %",".088",".369",".344",".455",".432",".447","150","30.0","","68.9","1005270"
"Bobby Wallace","- - -","2383","9612","2309","34","1057","1121","201","8.1 %","11.2 %",".090",".237",".268",".332",".358",".329","103","133.0","","68.4","1013542"
"Hank Greenberg","- - -","1394","6096","1628","331","1051","1276","58","14.0 %","13.8 %",".292",".323",".313",".412",".605",".453","155","17.0","","68.2","1004996"
"Roberto Alomar","- - -","2371","10400","2724","210","1508","1134","474","9.9 %","11.0 %",".143",".321",".300",".371",".443",".365","121","-17.0","-1.9","68.0","860"
"Tony Gwynn","Padres","2436","10232","3141","135","1383","1138","319","7.7 %","4.2 %",".120",".341",".338",".388",".459",".371","132","5.0","","67.9","1005166"
"Dick Allen","- - -","1748","7314","1848","351","1099","1119","133","12.2 %","21.3 %",".242",".334",".292",".378",".534",".402","156","-109.0","","67.9","1000137"
"Darrell Evans","- - -","2669","10737","2223","414","1344","1354","99","14.9 %","13.1 %",".183",".250",".248",".361",".431",".354","119","36.0","","67.9","1003864"
"Willie Randolph","- - -","2183","9461","2210","54","1239","687","271","13.1 %","7.1 %",".076",".293",".276",".373",".351",".337","111","114.0","","67.8","1010694"
"Tony Perez","- - -","2773","10861","2732","379","1272","1652","49","8.5 %","17.2 %",".184",".308",".279",".341",".463",".356","121","14.0","","67.8","1010188"
"Dave Winfield","- - -","2961","12358","3110","465","1669","1833","223","9.8 %","13.6 %",".192",".296",".283",".353",".475",".364","129","-93.0","","67.7","1014127"
"Jim Edmonds","- - -","1995","7980","1949","393","1251","1199","67","12.5 %","21.7 %",".243",".324",".284",".376",".527",".383","130","56.8","-3.5","67.7","1153"
"Richie Ashburn","- - -","2189","9736","2574","29","1322","586","234","12.3 %","5.9 %",".074",".327",".308",".396",".382",".364","116","77.0","","67.5","1000335"
"Joe Gordon","- - -","1566","6536","1530","253","914","975","89","11.6 %","10.7 %",".197",".269",".268",".357",".466",".377","121","150.0","","67.2","1004874"
"Joe Jackson","- - -","1332","5690","1772","54","873","785","202","9.1 %","3.7 %",".162",".351",".356",".423",".517",".439","165","11.0","","67.0","1006301"
"Mike Piazza","- - -","1908","7745","2127","427","1048","1335","17","9.8 %","14.4 %",".237",".314",".308",".377",".545",".389","140","-62.9","-15.1","66.7","893"
"Gary Sheffield","- - -","2573","10947","2689","509","1636","1676","253","13.5 %","10.7 %",".222",".285",".292",".393",".514",".392","141","-204.6","8.8","66.7","114"
"Buddy Bell","- - -","2397","10009","2514","201","1151","1106","55","8.4 %","7.8 %",".127",".286",".279",".341",".406",".332","106","176.0","","66.6","1000799"
"Max Carey","- - -","2476","10770","2665","70","1545","800","738","9.7 %","6.5 %",".101",".302",".285",".361",".386",".368","117","86.0","","66.6","1001944"
"Bob Johnson","- - -","1863","8047","2051","288","1239","1283","96","13.4 %","10.6 %",".210",".305",".296",".393",".506",".409","134","18.0","","66.4","1006428"
"Kenny Lofton","- - -","2092","9235","2428","130","1528","781","622","10.2 %","11.0 %",".124",".326",".299",".372",".423",".359","114","114.5","11.6","66.3","246"
"Frank Baker","- - -","1575","6660","1838","96","887","987","235","7.1 %","4.4 %",".135",".303",".307",".363",".442",".383","134","35.0","","65.8","1000453"
"Jimmy Sheckard","- - -","2122","9118","2084","56","1296","813","465","12.4 %","10.0 %",".104",".282",".274",".375",".378",".371","123","77.0","","65.0","1011843"
"Norm Cash","- - -","2086","7910","1820","377","1046","1103","43","13.2 %","13.8 %",".217",".273",".271",".374",".488",".381","139","39.0","","64.8","1002043"
"Sammy Sosa","- - -","2340","9896","2408","609","1475","1667","234","9.4 %","23.3 %",".261",".301",".273",".344",".534",".370","123","93.1","-6.0","64.0","302"
"Bill Dickey","Yankees","1789","7060","1969","202","930","1209","37","9.6 %","4.1 %",".173",".304",".313",".382",".486",".394","127","20.0","","63.8","1003271"
"Luis Aparicio","- - -","2601","11230","2677","83","1335","791","506","6.6 %","6.6 %",".081",".274",".262",".311",".343",".302","88","149.0","","63.6","1000278"
"Bobby Bonds","- - -","1842","8090","1886","332","1258","1024","460","11.3 %","21.7 %",".203",".310",".268",".353",".471",".373","133","47.0","","63.3","1001157"
"Willie Davis","- - -","2418","9822","2561","182","1217","1053","398","4.3 %","9.9 %",".133",".293",".279",".311",".412",".325","108","106.0","","63.3","1003088"
"Ken Boyer","- - -","2034","8268","2143","282","1104","1141","105","8.6 %","12.3 %",".174",".299",".287",".349",".462",".355","115","73.0","","63.3","1001283"
"George Sisler","- - -","2055","9013","2812","102","1284","1175","375","5.2 %","3.6 %",".128",".346",".340",".379",".468",".396","125","6.0","","62.8","1012021"
"Jackie Robinson","Dodgers","1382","5802","1518","137","947","734","197","12.8 %","5.0 %",".162",".310",".311",".409",".474",".412","138","81.0","","62.7","1011070"
"Sal Bando","- - -","2013","8288","1790","242","982","1039","75","12.4 %","11.1 %",".155",".260",".254",".352",".408",".346","121","36.0","","62.7","1000505"
"Bobby Abreu","- - -","2242","9669","2384","284","1412","1325","393","14.7 %","18.2 %",".187",".341",".293",".397",".481",".383","132","-22.4","3.5","62.6","945"
"Ryne Sandberg","- - -","2154","9282","2386","282","1318","1061","344","8.2 %","13.6 %",".167",".304",".285",".344",".452",".355","116","60.0","","62.6","1011411"
"Andre Dawson","- - -","2624","10768","2774","438","1373","1591","314","5.5 %","14.0 %",".203",".288",".279",".323",".482",".352","118","69.0","","62.3","1003091"
"Harry Hooper","- - -","2309","10244","2466","75","1429","817","375","11.1 %","5.2 %",".106",".294",".281",".368",".387",".363","116","77.0","","62.3","1006002"
"Joe Tinker","- - -","1804","7145","1687","31","774","782","336","5.8 %","5.4 %",".091",".297",".262",".308",".353",".324","97","180.0","","62.2","1013075"
"Keith Hernandez","- - -","2063","8553","2182","162","1124","1071","98","12.5 %","11.8 %",".140",".322",".296",".384",".436",".365","129","119.0","","61.8","1005706"
"Carlos Beltran","- - -","1767","7730","1917","302","1184","1146","293","10.8 %","15.7 %",".213",".303",".283",".361",".496",".372","124","56.5","30.5","61.7","589"
"Todd Helton","Rockies","2053","8728","2363","347","1329","1308","36","14.4 %","12.0 %",".227",".335",".323",".421",".550",".411","135","56.7","-17.9","61.4","432"
"John Olerud","- - -","2225","9063","2239","255","1139","1230","11","14.1 %","11.2 %",".170",".309",".295",".398",".465",".376","129","100.5","-11.5","61.3","1093"
"Robin Ventura","- - -","2060","8271","1885","294","1006","1182","24","13.0 %","14.3 %",".177",".281",".267",".362",".444",".350","112","155.9","-1.3","61.2","854"
"Jeff Kent","- - -","2286","9537","2461","377","1320","1518","94","8.4 %","16.0 %",".210",".311",".290",".356",".500",".366","122","-18.4","-7.6","61.1","1119"
"Bill Terry","Giants","1721","7111","2193","154","1120","1078","56","7.6 %","6.3 %",".165",".350",".341",".393",".506",".408","136","73.0","","61.1","1012927"
"Ted Simmons","- - -","2454","9685","2472","248","1074","1389","21","8.8 %","7.2 %",".152",".284",".285",".348",".437",".346","115","-33.0","","61.1","1011986"
"Fred McGriff","- - -","2455","10174","2490","493","1349","1550","72","12.8 %","18.5 %",".225",".309",".284",".377",".509",".382","134","-26.5","-2.9","61.0","293"
"Bobby Doerr","Red Sox","1865","8028","2042","223","1094","1247","54","10.1 %","7.6 %",".173",".290",".288",".362",".461",".377","114","43.0","","60.9","1003355"
"Tommy Leach","- - -","2156","9051","2143","63","1355","810","361","9.1 %","8.7 %",".100",".281",".269",".340",".370",".345","111","67.0","","60.8","1007428"
"Jimmy Wynn","- - -","1917","8010","1665","291","1105","964","225","15.3 %","17.8 %",".186",".274",".250",".366",".436",".364","131","-25.0","","60.7","1014313"
"Vladimir Guerrero","- - -","2145","9059","2590","449","1328","1496","181","8.1 %","10.9 %",".235",".316",".318",".379",".553",".389","136","8.2","-20.5","60.0","778"
"Lance Berkman","- - -","1774","7423","1822","358","1107","1193","84","15.5 %","16.6 %",".249",".317",".296",".409",".545",".403","146","-6.8","-10.6","59.9","548"
"Jake Beckley","- - -","2386","10470","2930","86","1600","1575","315","5.9 %","5.5 %",".128",".313",".308",".361",".435",".371","115","39.0","","59.6","1000754"
"Elmer Flick","- - -","1483","6414","1752","48","950","756","330","9.3 %","",".132",".000",".313",".389",".445",".401","148","30.0","","59.4","1004158"
"Luis Gonzalez","- - -","2584","10531","2591","354","1412","1439","128","11.0 %","11.6 %",".196",".291",".283",".367",".479",".362","117","94.4","-7.4","59.4","55"
"Ron Cey","- - -","2066","8344","1868","316","977","1139","24","12.1 %","14.8 %",".184",".273",".261",".354",".445",".355","121","19.0","","59.4","1002108"
"Willie Keeler","- - -","2123","9594","2932","33","1719","810","495","5.5 %","1.7 %",".073",".375",".341",".388",".415",".386","126","30.0","","59.3","1006747"
"Ed Konetchy","- - -","2085","8664","2150","74","972","992","255","8.0 %","7.8 %",".122",".305",".281",".346",".403",".361","120","50.0","","59.2","1007093"
"Brian Giles","- - -","1836","7836","1897","287","1121","1078","109","15.1 %","10.7 %",".212",".294",".291",".400",".502",".388","136","-11.9","14.3","59.2","990"
"Stan Hack","Cubs","1938","8506","2193","57","1239","642","165","12.8 %","5.5 %",".096",".316",".301",".394",".397",".379","125","2.0","","59.0","1005183"
"Rocky Colavito","- - -","1841","7559","1730","374","971","1159","19","12.6 %","11.6 %",".223",".255",".266",".359",".489",".372","131","58.0","","59.0","1002404"
"Jack Glasscock","- - -","1736","7535","2040","27","1163","825","372","5.8 %","2.9 %",".084",".293",".290",".337",".374",".339","111","149.0","","58.7","1004757"
"Sam Rice","- - -","2404","10246","2987","34","1514","1078","351","6.9 %","2.7 %",".104",".330",".322",".374",".427",".374","114","56.0","","58.4","1010900"
"Orlando Cepeda","- - -","2124","8695","2351","379","1131","1365","142","6.8 %","13.4 %",".203",".306",".297",".350",".499",".370","131","-10.0","","58.3","1002103"
"Minnie Minoso","- - -","1835","7710","1963","186","1136","1023","205","10.6 %","7.6 %",".161",".303",".298",".389",".459",".381","132","30.0","","58.0","1008984"
"Enos Slaughter","- - -","2380","9084","2383","169","1247","1304","71","11.2 %","5.9 %",".153",".305",".300",".382",".453",".385","125","20.0","","57.6","1012060"
"Johnny Evers","- - -","1783","7210","1659","12","919","538","324","10.8 %","4.2 %",".064",".284",".270",".356",".334",".344","111","127.0","","57.6","1003876"
"Joe Kelley","- - -","1853","8120","2220","65","1421","1194","443","11.2 %","5.9 %",".134",".358",".317",".402",".451",".406","130","18.0","","57.5","1006776"
"Billy Herman","- - -","1922","8641","2345","47","1163","839","67","8.5 %","5.0 %",".103",".318",".304",".367",".407",".362","114","55.0","","56.9","1005692"
"Chet Lemon","- - -","1979","7874","1875","215","973","884","58","9.5 %","13.0 %",".169",".292",".273",".355",".442",".353","120","93.0","","56.9","1007518"
"Larry Doyle","- - -","1766","7382","1887","74","960","793","298","8.5 %","4.5 %",".118",".295",".290",".357",".408",".370","128","-22.0","","56.8","1003467"
"Tony Lazzeri","- - -","1740","7303","1840","178","986","1191","148","11.9 %","11.8 %",".174",".316",".292",".380",".467",".386","123","-4.0","","56.7","1007422"
"Larry Doby","- - -","1533","6302","1515","253","960","970","47","13.8 %","16.0 %",".207",".307",".283",".386",".490",".396","137","20.0","","56.6","1003346"
"Rusty Staub","- - -","2944","11229","2716","292","1189","1466","47","11.2 %","7.9 %",".151",".280",".279",".362",".431",".353","122","-57.0","","56.6","1012440"
"Vada Pinson","- - -","2464","10403","2757","256","1365","1169","305","5.5 %","11.5 %",".156",".302",".286",".327",".442",".343","112","-6.0","","56.4","1010360"
"Joe Medwick","- - -","1984","8142","2471","205","1198","1383","42","5.4 %","6.8 %",".181",".329",".324",".362",".505",".394","131","45.0","","56.3","1008719"
"Bob Elliott","- - -","1978","8190","2061","170","1064","1195","60","11.8 %","7.4 %",".151",".297",".289",".375",".440",".381","124","-2.0","","56.2","1003733"
"Kiki Cuyler","- - -","1878","8098","2299","128","1305","1065","328","8.3 %","9.3 %",".152",".346",".321",".386",".474",".401","129","14.0","","56.2","1002914"
"Adrian Beltre","- - -","1950","8043","2033","310","994","1113","114","6.8 %","15.2 %",".192",".292",".276",".329",".469",".342","109","152.8","-2.1","56.1","639"
"Gabby Hartnett","- - -","1990","7297","1912","236","867","1179","28","9.6 %","9.6 %",".192",".305",".297",".370",".489",".390","125","12.0","","56.1","1005458"
"Jim Rice","Red Sox","2087","9058","2452","382","1249","1451","58","7.4 %","15.7 %",".204",".318",".298",".352",".502",".375","128","22.0","","56.1","1010897"
