"Name","Team","G","PA","H","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","Fld","BsR","WAR","playerid"
"Cy Williams","- - -","742","2816","646","49","302","288","57","7.0 %","11.3 %",".123",".281",".260",".324",".382",".341","110","4.0","","13.2","1013981"
"Germany Schaefer","- - -","1150","4305","972","9","497","308","201","7.7 %","8.2 %",".063",".276",".257",".319",".320",".319","99","-53.0","","13.0","1011506"
"Danny Hoffman","- - -","829","3325","762","14","361","235","185","6.8 %","",".073",".000",".256",".316",".328",".323","106","-7.0","","12.8","1005902"
"Spike Shannon","- - -","694","3015","677","3","383","183","145","9.5 %","",".034",".000",".259",".337",".293",".319","101","11.0","","12.8","1011800"
"Kip Selbach","- - -","720","3104","737","11","377","279","88","9.7 %","",".094",".000",".269",".344",".363",".340","111","-4.0","","12.8","1011731"
"Clyde Engle","- - -","836","3206","748","12","373","318","128","8.5 %","8.3 %",".076",".286",".265",".335",".341",".333","100","-1.0","","12.7","1003780"
"Ed Lennox","- - -","448","1615","379","18","138","185","38","10.8 %","9.0 %",".126",".304",".274",".361",".400",".368","121","-21.0","","12.5","1007525"
"Emmet Heidrick","- - -","507","2216","595","12","298","207","106","4.1 %","",".104",".000",".292",".322",".396",".342","113","9.0","","12.3","1005587"
"Rollie Zeider","- - -","941","3688","769","5","393","253","223","9.1 %","5.9 %",".046",".259",".240",".315",".286",".310","88","-9.0","","12.2","1014428"
"George Mullin","- - -","614","1685","401","3","163","137","18","7.2 %","13.6 %",".082",".336",".262",".319",".344",".316","94","0.0","","12.0","1009302"
"Everett Scott","Red Sox","788","3031","652","2","249","223","52","4.1 %","5.8 %",".053",".254",".238",".272",".291",".270","66","50.0","","11.9","1011679"
"Vin Campbell","- - -","546","2272","642","15","326","167","92","5.8 %","6.9 %",".098",".331",".310",".357",".408",".372","113","-20.0","","11.9","1001893"
"Ivey Wingo","- - -","852","2798","658","15","249","274","74","5.9 %","7.9 %",".102",".276",".257",".303",".359",".317","94","-8.0","","11.9","1014133"
"Dick Egan","- - -","917","3547","767","4","374","292","167","8.2 %","6.5 %",".051",".265",".249",".315",".300",".309","85","10.0","","11.7","1003698"
"Harry Wolter","- - -","588","2248","514","12","286","167","95","11.9 %","9.8 %",".099",".283",".270",".365",".369",".360","118","-3.0","","11.6","1014200"
"Jim Viox","Pirates","506","1989","465","7","214","191","39","11.2 %","5.6 %",".085",".289",".273",".361",".358",".349","115","-12.0","","11.6","1013436"
"Eddie Grant","- - -","990","3758","844","5","399","277","153","6.2 %","8.6 %",".045",".269",".249",".300",".295",".296","80","-5.0","","11.5","1004946"
"George Perring","- - -","513","1971","438","9","198","183","34","7.8 %","5.8 %",".096",".280",".248",".311",".345",".319","94","11.0","","11.4","1010203"
"Bill Coughlin","- - -","1043","4207","969","15","479","377","158","4.8 %","",".066",".000",".253",".299",".319",".302","87","-39.0","","11.4","1002668"
"Tom Jones","- - -","1058","4289","964","4","341","336","135","4.5 %","",".053",".000",".251",".294",".303",".293","90","19.0","","11.3","1006599"
"Al Shaw","- - -","474","1756","434","14","235","170","64","9.9 %","11.1 %",".111",".334",".281",".353",".392",".366","123","-19.0","","11.3","1011817"
"Bill McKechnie","- - -","806","3040","684","7","306","227","120","6.1 %","6.3 %",".062",".270",".252",".304",".314",".309","82","10.0","","11.2","1008582"
"Bill Kenworthy","- - -","285","1113","301","18","159","146","61","6.0 %","7.2 %",".169",".320",".304",".360",".473",".409","140","-11.0","","11.2","1006854"
"Bill Rariden","- - -","943","3197","657","7","263","262","45","10.5 %","8.0 %",".062",".260",".237",".322",".298",".306","82","1.0","","11.2","1010701"
"Billy Gilbert","- - -","850","3271","695","4","375","237","167","8.3 %","",".042",".000",".247",".328",".289",".312","90","-15.0","","11.1","1004686"
"Ollie Pickering","- - -","731","3087","734","6","405","222","143","7.7 %","",".058",".000",".266",".330",".324",".323","102","-5.0","","11.0","1010315"
"Eddie Plank","- - -","630","1778","331","3","130","122","13","4.0 %","17.8 %",".039",".217",".206",".250",".245",".240","46","0.0","","11.0","1010385"
"Nemo Leibold","- - -","709","2747","612","0","323","158","98","12.0 %","8.3 %",".057",".288",".260",".353",".317",".332","102","5.0","","11.0","1007491"
"Sam Rice","Senators","365","1513","426","4","186","160","66","7.2 %","5.4 %",".078",".328",".311",".366",".389",".368","123","7.0","","11.0","1010900"
"Eddie Murphy","- - -","681","2589","637","4","385","170","110","10.8 %","5.8 %",".062",".302",".285",".373",".347",".351","119","-29.0","","10.8","1009361"
"Monte Cross","- - -","856","3343","628","9","295","268","138","8.6 %","",".067",".000",".217",".296",".284",".291","81","-6.0","","10.7","1002810"
"Harry Wolverton","- - -","567","2373","596","3","248","243","63","4.8 %","",".068",".000",".275",".321",".343",".317","95","-6.0","","10.5","1014202"
"Bill Carrigan","Americans","709","2277","506","6","194","235","37","9.0 %","8.2 %",".057",".267",".257",".334",".314",".317","95","2.0","","10.5","1001991"
"Joe Connolly","Braves","412","1468","358","14","202","157","48","11.4 %","8.9 %",".136",".314",".288",".380",".425",".386","133","-2.0","","10.4","1002532"
"Hank Gowdy","- - -","578","1854","410","10","158","176","45","9.4 %","9.3 %",".081",".278",".253",".332",".335",".327","102","2.0","","10.2","1004904"
"Doc Crandall","- - -","500","1033","253","9","109","126","9","11.4 %","10.4 %",".113",".328",".285",".372",".398",".368","115","-5.0","","10.2","1002730"
"Jack Lapp","- - -","567","1809","416","5","168","166","16","9.8 %","8.0 %",".080",".264",".263",".340",".343",".327","102","7.0","","10.2","1007341"
"Charlie Hollocher","Cubs","246","1088","277","5","123","64","42","8.4 %","4.5 %",".079",".307",".295",".364",".374",".362","123","9.0","","10.2","1005964"
"Bert Daniels","- - -","526","2236","486","5","295","130","159","9.1 %","11.1 %",".090",".250",".255",".349",".345",".352","108","11.0","","10.0","1002967"
"Steve O'Neill","Naps","864","2958","640","5","228","238","25","7.7 %","8.6 %",".069",".270",".243",".310",".311",".300","78","15.0","","10.0","1009820"
"Steve Yerkes","- - -","711","2859","676","6","307","254","54","7.2 %","6.1 %",".082",".287",".268",".328",".350",".326","94","-16.0","","9.9","1014341"
"Possum Whitted","- - -","782","3029","735","15","327","314","100","5.1 %","8.4 %",".087",".292",".269",".311",".356",".320","95","14.0","","9.9","1013913"
"Walter Johnson","Senators","641","1729","350","16","164","154","13","4.8 %","15.8 %",".110",".277",".220",".264",".330",".281","71","0.0","","9.7","1006511"
"Dave Robertson","- - -","545","2139","567","30","257","224","73","2.7 %","9.0 %",".107",".299",".281",".305",".388",".331","112","5.0","","9.7","1011027"
"Larry McLean","- - -","862","2833","694","6","183","298","20","4.8 %","4.9 %",".060",".288",".262",".301",".323",".296","79","11.0","","9.6","1008622"
"Fritz Maisel","- - -","592","2449","510","6","295","148","194","10.6 %","7.2 %",".058",".261",".242",".327",".299",".323","99","-18.0","","9.5","1008004"
"Danny Moeller","- - -","704","2912","618","15","379","192","171","10.4 %","13.7 %",".084",".277",".243",".328",".328",".326","99","17.0","","9.5","1009021"
"Bob Ganley","- - -","572","2475","540","2","246","123","112","7.2 %","",".046",".000",".254",".313",".300",".308","100","8.0","","9.3","1004478"
"Ross Youngs","Giants","258","1121","304","3","148","69","35","8.6 %","9.0 %",".095",".340",".307",".376",".402",".376","141","7.0","","9.3","1014390"
"Jimmy Walsh","- - -","502","1736","447","25","178","212","45","5.8 %","11.3 %",".119",".313",".285",".332",".404",".354","103","-13.0","","9.3","1013572"
"Shad Barry","- - -","941","3922","936","8","445","321","120","6.5 %","",".058",".000",".266",".322",".325",".314","95","-26.0","","9.2","1000619"
"Fred Jacklitsch","- - -","484","1567","325","5","160","150","35","12.8 %","16.1 %",".077",".313",".244",".350",".320",".332","100","1.0","","9.2","1006287"
"John Farrell","- - -","541","2398","567","4","329","141","68","8.0 %","",".074",".000",".261",".324",".335",".317","94","7.0","","9.2","1003947"
"Dave Altizer","- - -","514","1991","433","4","204","116","119","7.0 %","5.0 %",".052",".288",".250",".318",".302",".317","106","-21.0","","9.2","1000188"
"Ossee Schreckengost","- - -","769","2725","694","7","242","281","33","3.0 %","",".070",".000",".268",".292",".338",".297","84","6.0","","9.1","1011612"
"Joe Yeager","- - -","505","1844","432","4","180","182","36","5.3 %","",".083",".000",".260",".318",".343",".317","100","2.0","","9.1","1014331"
"Billy Lush","- - -","384","1637","336","4","217","105","56","13.5 %","",".075",".000",".251",".359",".325",".338","116","15.0","","8.9","1007845"
"Harry Bemis","Bronchos","704","2405","569","5","214","234","49","3.3 %","",".074",".000",".255",".292",".329",".297","88","0.0","","8.8","1000824"
"Ducky Holmes","- - -","490","2121","507","8","290","162","110","6.0 %","",".087",".000",".268",".323",".355",".330","104","13.0","","8.8","1005976"
"Amby McConnell","- - -","409","1685","398","3","202","119","72","6.4 %","",".055",".000",".264",".324",".319",".320","101","10.0","","8.7","1008405"
"John Ganzel","- - -","654","2599","598","14","247","302","43","4.7 %","",".094",".000",".251",".297",".345",".305","90","32.0","","8.7","1004486"
"Josh Devore","- - -","601","2158","520","11","331","149","160","10.3 %","10.9 %",".082",".315",".277",".361",".359",".363","113","-27.0","","8.7","1003254"
"Del Gainer","- - -","504","1728","412","12","199","162","54","7.8 %","12.2 %",".111",".308",".273",".341",".384",".350","111","3.0","","8.7","1004432"
"Les Nunamaker","- - -","611","1973","455","2","160","170","34","8.0 %","8.1 %",".068",".284",".258",".324",".326",".314","90","3.0","","8.5","1009657"
"Ed Phelps","- - -","633","2092","460","3","186","205","31","7.8 %","9.8 %",".051",".303",".251",".325",".302",".306","87","-1.0","","8.5","1010276"
"Jimmy Esmond","- - -","461","1748","406","9","204","162","61","7.8 %","9.3 %",".095",".290",".264",".324",".359",".336","93","-23.0","","8.4","1003826"
"Kid Gleason","- - -","841","3613","818","6","403","294","114","5.9 %","",".062",".000",".254",".304",".316",".300","85","-23.0","","8.4","1004770"
"Dave Fultz","- - -","566","2416","574","3","331","200","170","7.5 %","",".062",".000",".270",".333",".333",".334","100","-7.0","","8.4","1004404"
"Morrie Rath","- - -","436","1832","386","2","230","64","72","12.1 %","4.7 %",".027",".255",".250",".349",".277",".318","94","26.0","","8.4","1010709"
"Bob Fisher","- - -","503","1908","480","11","189","170","48","4.2 %","8.2 %",".084",".298",".276",".309",".359",".317","92","-5.0","","8.4","1004076"
"Greasy Neale","Reds","505","1990","473","5","207","139","93","5.7 %","10.3 %",".077",".297",".265",".318",".342",".327","105","12.0","","8.4","1009474"
"Nixey Callahan","White Sox","698","2743","682","8","314","298","157","4.8 %","22.2 %",".075",".286",".274",".314",".350",".325","103","-13.0","","8.3","1001847"
"Hy Myers","Superbas","715","2918","722","15","296","259","75","3.8 %","6.8 %",".094",".285",".268",".301",".362",".316","96","-7.0","","8.3","1009423"
"Harry Niles","- - -","608","2524","561","12","278","152","107","6.5 %","",".063",".000",".247",".306",".310",".308","97","-9.0","","8.3","1009599"
"Ed Hahn","- - -","553","2405","484","1","291","122","59","10.7 %","",".042",".000",".237",".335",".278",".308","101","2.0","","8.2","1005203"
"Doug Baird","- - -","604","2334","489","6","229","190","118","6.6 %","12.5 %",".093",".269",".234",".290",".326",".303","88","1.0","","8.2","1000438"
"Ernie Johnson","- - -","356","1164","246","9","129","111","62","7.6 %","6.8 %",".091",".252",".240",".306",".331",".324","95","8.0","","8.2","1006453"
"Herm McFarland","- - -","303","1303","301","12","183","144","57","12.2 %","",".127",".000",".273",".372",".399",".372","120","3.0","","8.1","1008492"
"Wilbur Good","- - -","749","2650","609","9","324","187","104","7.2 %","11.5 %",".084",".298",".258",".322",".342",".326","99","-3.0","","8.1","1004865"
"Duff Cooley","- - -","555","2373","604","7","242","257","80","6.0 %","",".086",".000",".276",".323",".363",".328","103","-1.0","","8.0","1002579"
"Jack Coombs","- - -","458","1197","261","4","123","100","21","4.9 %","13.5 %",".060",".247",".236",".279",".295",".278","72","1.0","","8.0","1002583"
"William Fischer","- - -","412","1224","301","10","109","115","20","7.4 %","5.4 %",".100",".284",".274",".332",".374",".341","106","-2.0","","8.0","1004073"
"Tex McDonald","- - -","357","1137","304","13","131","135","34","7.7 %","11.0 %",".135",".330",".298",".359",".434",".382","121","-9.0","","8.0","1008468"
"Jack McCarthy","- - -","603","2470","629","0","242","238","79","5.3 %","",".069",".000",".282",".325",".351",".324","100","-7.0","","8.0","1008371"
"Bob Unglaub","- - -","595","2307","554","5","188","216","66","3.8 %","",".071",".000",".258",".288",".328",".299","94","9.0","","7.9","1013283"
"Billy Maloney","- - -","696","2762","585","6","294","177","155","5.9 %","",".063",".000",".236",".294",".299",".299","88","6.0","","7.9","1008034"
"Ernie Courtney","- - -","558","2182","471","5","226","200","35","8.6 %","",".053",".000",".245",".321",".298",".303","90","-11.0","","7.8","1002677"
"Ivy Olson","- - -","1052","4325","1007","7","475","283","135","4.5 %","4.9 %",".056",".267",".255",".295",".311",".294","77","-35.0","","7.6","1009793"
"Bill Keister","- - -","334","1416","418","14","213","246","62","3.2 %","",".148",".000",".315",".348",".463",".380","121","-33.0","","7.6","1006763"
"Admiral Schlei","- - -","636","2169","455","6","195","209","38","7.9 %","9.1 %",".058",".213",".237",".307",".296",".295","80","2.0","","7.6","1011566"
"Lew McCarty","- - -","490","1587","386","5","111","137","18","5.9 %","6.7 %",".071",".288",".269",".319",".341",".317","97","-1.0","","7.6","1008376"
"Pat Moran","- - -","817","2864","618","18","198","261","55","5.0 %","10.0 %",".077",".235",".235",".283",".312",".286","76","4.0","","7.5","1009152"
"Jack Dalton","- - -","345","1346","333","4","167","112","52","9.6 %","8.3 %",".070",".314",".286",".362",".356",".358","112","-3.0","","7.4","1002951"
"Nig Clarke","- - -","503","1702","390","6","157","127","16","8.0 %","7.4 %",".080",".263",".255",".319",".335",".314","99","-13.0","","7.4","1002299"
"Patsy Donovan","- - -","494","2082","558","1","256","166","104","5.0 %","",".044",".000",".294",".337",".337",".329","105","6.0","","7.4","1003399"
"Bris Lord","- - -","742","3073","707","13","379","236","74","5.7 %","8.9 %",".093",".256",".256",".304",".348",".313","92","10.0","","7.3","1007759"
"Cy Young","- - -","408","1314","262","6","115","96","8","2.1 %","26.7 %",".063",".118",".209",".228",".272",".234","44","0.0","","7.3","1014369"
"Claude Rossman","- - -","511","2019","523","3","175","238","49","4.5 %","",".076",".000",".283",".318",".359",".326","108","-20.0","","7.3","1011234"
"Grover Gilmore","Packers","258","1059","269","2","144","79","42","5.9 %","14.9 %",".099",".342",".286",".341",".385",".359","111","10.0","","7.3","1004733"
"Charlie Deal","- - -","607","2283","522","5","195","213","57","4.5 %","4.6 %",".064",".268",".254",".292",".318",".296","76","16.0","","7.3","1003100"
"Doc Lavan","- - -","728","2662","578","3","194","193","50","5.4 %","10.9 %",".054",".269",".237",".285",".291",".276","71","0.0","","7.3","1007388"
"Jack Lelivelt","- - -","384","1279","347","2","114","126","46","7.0 %","12.5 %",".081",".360",".301",".353",".381",".354","120","2.0","","7.2","1007510"
"Charlie Babb","- - -","347","1376","287","0","144","116","66","9.1 %","",".057",".000",".243",".339",".300",".321","99","-16.0","","7.1","1000393"
"Fred Odwell","Reds","411","1579","365","10","198","168","72","5.6 %","",".093",".000",".258",".313",".352",".326","97","20.0","","7.1","1009735"
"Tommy Griffith","- - -","726","2869","721","16","285","309","46","5.9 %","5.9 %",".089",".289",".274",".320",".364",".325","103","-16.0","","7.0","1005053"
"Al Burch","- - -","611","2412","554","4","254","103","96","7.7 %","9.2 %",".046",".258",".254",".312",".299",".305","93","-3.0","","7.0","1001656"
"Al Scheer","- - -","281","1080","262","5","141","105","41","10.7 %","7.5 %",".111",".304",".281",".368",".392",".377","119","-4.0","","7.0","1011530"
"Chief Bender","- - -","506","1274","243","6","102","116","20","5.9 %","15.3 %",".068",".234",".212",".266",".280",".266","65","0.0","","7.0","1000827"
"Cozy Dolan","- - -","785","3330","820","10","407","306","109","6.6 %","",".065",".000",".271",".324",".335",".319","95","-18.0","","7.0","1003360"
"Ed McFarland","- - -","423","1507","349","3","139","142","32","7.1 %","",".077",".000",".256",".314",".334",".310","97","2.0","","6.9","1008491"
"Rube Ellis","Cardinals","555","2267","517","13","279","199","56","9.5 %","10.4 %",".083",".287",".260",".336",".344",".331","97","-4.0","","6.9","1003752"
"Chet Chadbourne","- - -","347","1552","345","2","183","82","78","9.4 %","5.7 %",".061",".269",".255",".333",".316",".332","98","2.0","","6.9","1002110"
"Jimmy Johnston","- - -","512","1935","469","3","210","111","74","6.4 %","6.8 %",".065",".289",".268",".321",".334",".318","98","6.0","","6.9","1006466"
"Babe Borton","- - -","317","1142","254","4","139","136","21","14.0 %","9.9 %",".082",".289",".270",".381",".352",".364","114","-1.0","","6.9","1001209"
"Moose McCormick","- - -","418","1375","356","6","165","133","30","6.7 %","16.8 %",".106",".361",".285",".340",".391",".349","119","-17.0","","6.8","1008421"
"John Dobbs","- - -","582","2506","585","7","305","207","78","7.5 %","",".068",".000",".263",".325",".331",".318","95","-6.0","","6.8","1003340"
"Heinie Peitz","- - -","514","1884","456","3","187","203","21","7.2 %","0.0 %",".072",".250",".269",".330",".341",".318","90","2.0","","6.8","1010131"
"Walter Holke","- - -","414","1630","420","3","157","143","52","4.4 %","7.4 %",".063",".306",".282",".320",".345",".324","108","-2.0","","6.7","1005946"
"George Anderson","- - -","269","1139","289","5","148","69","36","8.6 %","9.7 %",".088",".319",".287",".359",".375",".363","113","-2.0","","6.7","1000227"
"Johnny Rawlings","- - -","524","1943","390","5","167","115","56","7.2 %","8.0 %",".043",".249",".228",".291",".272",".283","77","14.0","","6.6","1010720"
"Mike Menosky","- - -","326","1008","226","9","142","86","43","10.7 %","14.0 %",".103",".305",".262",".356",".365",".357","114","7.0","","6.5","1008767"
"Jimmy Walsh","- - -","541","2100","410","6","235","150","92","11.9 %","10.3 %",".085",".259",".232",".330",".317",".315","96","8.0","","6.4","1013573"
"Elmer Smith","- - -","494","1777","408","20","168","235","40","7.5 %","11.9 %",".126",".287",".258",".319",".384",".336","101","-2.0","","6.4","1012135"
"Red Dooin","- - -","1290","4271","961","10","333","344","133","3.6 %","6.9 %",".058",".270",".240",".272",".298",".277","72","-26.0","","6.3","1003401"
"Armando Marsans","- - -","655","2544","612","2","267","221","171","6.8 %","4.6 %",".049",".283",".269",".325",".318",".321","92","-15.0","","6.3","1008131"
"Bert Niehoff","- - -","581","2247","489","12","210","207","71","5.8 %","10.8 %",".087",".268",".240",".288",".327",".298","83","8.0","","6.3","1009581"
"Frank Snyder","- - -","630","2083","478","4","123","189","23","5.7 %","9.5 %",".067",".277",".250",".295",".317",".295","82","5.0","","6.3","1012245"
"Dick Padden","- - -","417","1693","371","3","179","148","68","6.7 %","",".070",".000",".246",".317",".316",".311","93","7.0","","6.3","1009942"
"John Warner","- - -","609","2083","458","3","165","144","36","4.1 %","",".051",".000",".239",".287",".290",".278","73","18.0","","6.2","1013636"
"Eddie Cicotte","- - -","467","1099","176","0","87","52","4","7.6 %","17.0 %",".029",".223",".185",".253",".215",".232","39","0.0","","6.2","1002236"
"Baby Doll Jacobson","- - -","339","1267","316","9","141","119","22","5.5 %","12.2 %",".111",".307",".271",".320",".382",".333","103","5.0","","6.1","1006316"
"John Knight","- - -","767","2988","636","14","301","270","86","7.1 %","9.5 %",".070",".265",".239",".300",".309",".299","83","-27.0","","6.1","1007041"
"Claude Cooper","- - -","373","1246","283","4","156","104","60","9.6 %","13.1 %",".096",".303",".260",".338",".356",".349","104","0.0","","6.1","1002593"
"Red Killefer","- - -","467","1794","381","3","181","116","57","7.1 %","5.5 %",".066",".283",".248",".328",".314",".317","100","-1.0","","6.1","1006907"
"Jimmy Archer","- - -","847","2882","660","16","246","296","36","4.3 %","9.5 %",".084",".279",".249",".288",".333",".295","75","-4.0","","6.0","1000290"
"Tom Downey","- - -","651","2468","520","7","256","188","87","8.0 %","8.6 %",".065",".265",".240",".306",".304",".304","79","-22.0","","6.0","1003449"
"Hugh High","- - -","516","1834","386","3","176","123","56","11.6 %","9.2 %",".068",".279",".250",".345",".318",".327","100","-2.0","","6.0","1005798"
"Frank Bowerman","- - -","739","2490","561","8","231","242","53","4.1 %","",".059",".000",".244",".285",".303",".284","76","3.0","","6.0","1001253"
"Ed Walsh","- - -","457","1171","210","3","93","68","14","3.9 %","20.0 %",".062",".224",".193",".230",".255",".235","47","0.0","","6.0","1013570"
"Bill Wambsganss","Naps","667","2646","587","2","245","221","73","6.6 %","7.6 %",".054",".275",".252",".311",".306",".302","80","-14.0","","5.9","1013595"
"Hap Myers","- - -","377","1448","335","4","203","116","132","8.2 %","9.6 %",".054",".293",".268",".338",".322",".345","100","-4.0","","5.9","1009421"
"Tom Daly","- - -","393","1643","395","5","207","201","61","8.1 %","",".098",".000",".269",".333",".368",".335","99","-8.0","","5.8","1002957"
"Doc Miller","- - -","557","1889","507","12","184","235","64","6.4 %","7.9 %",".094",".318",".295",".343",".390",".352","101","-10.0","","5.8","1008886"
"Hank Severeid","- - -","581","1825","423","2","119","183","17","6.6 %","5.3 %",".055",".270",".255",".311",".310",".300","83","-9.0","","5.8","1011761"
"Ray Demmitt","- - -","497","1870","419","8","205","165","42","9.2 %","8.9 %",".093",".289",".257",".334",".349",".328","104","-9.0","","5.8","1003196"
"Del Howard","- - -","536","2036","482","6","199","193","67","5.5 %","",".063",".000",".263",".318",".326",".316","98","-22.0","","5.6","1006076"
"Bunk Congalton","- - -","307","1267","337","6","115","128","31","4.5 %","",".061",".000",".290",".326",".351",".327","109","4.0","","5.6","1002499"
"Lew Drill","- - -","293","1050","231","2","87","100","21","10.9 %","",".075",".000",".258",".353",".333",".333","110","-8.0","","5.6","1003502"
"Fred Beck","- - -","635","2328","536","33","191","251","31","5.2 %","9.8 %",".108",".279",".252",".301",".360",".317","87","-6.0","","5.6","1000752"
"Mike Gonzalez","- - -","546","1579","336","4","143","105","40","8.3 %","6.8 %",".060",".257",".239",".310",".299",".302","86","-1.0","","5.6","1004841"
"Otis Clymer","- - -","385","1463","355","2","182","98","83","6.8 %","13.0 %",".065",".298",".267",".322",".332",".326","108","-11.0","","5.6","1002370"
"Larry Kopf","- - -","455","1756","396","3","183","135","47","6.0 %","8.1 %",".060",".274",".250",".306",".311",".301","88","-21.0","","5.5","1007105"
"Tommy Sheehan","- - -","316","1167","238","1","96","88","32","8.1 %","",".045",".000",".236",".305",".280",".292","88","2.0","","5.4","1011847"
"Doc Johnston","- - -","719","2933","657","9","316","235","117","6.2 %","8.4 %",".082",".276",".253",".312",".336",".316","92","-16.0","","5.3","1006446"
"Jimmy Ryan","Senators","234","1014","264","13","134","90","19","5.9 %","",".126",".000",".287",".340",".413",".353","109","1.0","","5.3","1011341"
"Grover Hartley","- - -","373","1037","240","2","100","95","25","8.5 %","7.6 %",".077",".286",".263",".337",".340",".335","96","-8.0","","5.3","1005450"
"Jack Doyle","- - -","416","1727","420","3","200","193","65","7.2 %","",".070",".000",".268",".327",".338",".322","95","-3.0","","5.3","1003461"
"Art Griggs","- - -","442","1515","379","5","127","152","36","6.9 %","8.3 %",".093",".344",".277",".332",".370",".338","107","-15.0","","5.3","1005055"
"Carson Bigbee","Pirates","393","1601","364","3","171","70","77","7.7 %","4.1 %",".058",".267",".256",".319",".315",".318","95","12.0","","5.3","1000956"
"Whitey Witt","Athletics","393","1674","375","2","182","97","42","9.9 %","8.5 %",".068",".280",".254",".330",".322",".321","93","-34.0","","5.2","1014175"
"Gus Williams","Browns","410","1560","367","12","171","147","95","8.1 %","17.3 %",".112",".311",".263",".327",".374",".340","110","-6.0","","5.2","1014001"
"Herbie Moran","- - -","595","2518","527","2","300","135","103","10.5 %","6.8 %",".054",".265",".242",".332",".296",".316","88","5.0","","5.2","1009149"
"Jimmy Sebring","- - -","362","1524","368","6","178","168","52","6.1 %","",".094",".000",".261",".308",".355",".317","92","12.0","","5.2","1011710"
"Benny Meyer","- - -","309","1235","275","7","145","84","46","12.8 %","9.5 %",".080",".293",".264",".365",".344",".357","105","-11.0","","5.2","1008819"
"Frank Gilhooley","- - -","311","1237","289","2","142","58","37","11.3 %","6.5 %",".052",".291",".271",".357",".323",".338","105","0.0","","5.2","1004705"
"Ed Gremminger","- - -","363","1464","335","7","130","149","22","5.7 %","",".094",".000",".250",".301",".344",".304","88","4.0","","5.2","1005028"
"Peaches Graham","- - -","373","1159","265","1","99","85","21","9.8 %","5.6 %",".049",".293",".265",".347",".314",".324","93","-7.0","","5.1","1004933"
"Mordecai Brown","- - -","493","1237","235","2","93","74","8","3.6 %","15.1 %",".042",".284",".206",".236",".248",".231","40","0.0","","5.0","1001547"
"Vern Duncan","- - -","311","1295","307","4","170","97","32","9.3 %","7.6 %",".068",".304",".279",".357",".347",".350","100","-14.0","","5.0","1003557"
"Howie Shanks","Senators","1030","4059","866","9","357","382","149","6.0 %","7.6 %",".071",".262",".240",".293",".311",".294","77","1.0","","5.0","1011791"
"Otto Krueger","- - -","482","1843","403","4","218","191","47","7.7 %","",".068",".000",".248",".320",".316",".308","90","-12.0","","5.0","1007177"
"Rip Williams","- - -","498","1351","314","2","111","145","27","7.0 %","9.4 %",".087",".293",".265",".328",".352",".327","97","-3.0","","5.0","1014033"
"Ray Caldwell","- - -","511","1108","259","7","119","104","23","6.0 %","16.3 %",".074",".300",".253",".300",".328",".303","80","-1.0","","4.9","1001832"
"George Van Haltren","Giants","243","1026","277","1","138","82","44","9.4 %","",".056",".000",".304",".374",".360",".356","117","-5.0","","4.8","1013357"
"Walton Cruise","- - -","403","1451","335","16","147","147","29","7.7 %","12.1 %",".096",".291",".260",".322",".356",".329","105","-7.0","","4.8","1002831"
"Ira Thomas","- - -","483","1485","327","3","124","155","20","5.5 %","13.1 %",".066",".313",".242",".296",".308",".291","79","6.0","","4.8","1012981"
"Cozy Dolan","- - -","378","1369","299","6","210","111","102","8.8 %","12.9 %",".087",".291",".252",".328",".339",".338","104","-12.0","","4.7","1003361"
"Joe Birmingham","Naps","771","2860","667","7","284","265","108","4.5 %","13.6 %",".062",".285",".253",".294",".316",".299","83","6.0","","4.7","1000983"
"Irish Meusel","- - -","260","1062","291","9","113","121","42","4.2 %","3.2 %",".104",".296",".292",".325",".397",".348","112","1.0","","4.7","1008818"
"Tommy Corcoran","- - -","764","3117","705","7","304","358","102","3.3 %","",".066",".000",".239",".266",".305",".275","62","6.0","","4.7","1002622"
"Jim Nealon","Pirates","259","1051","240","3","111","130","26","7.2 %","",".085",".000",".256",".317",".342",".320","102","2.0","","4.7","1009477"
"Joe Wood","- - -","427","1284","295","10","135","143","15","8.4 %","10.4 %",".108",".301",".264",".334",".372",".337","102","-7.0","","4.7","1014224"
"Deacon McGuire","- - -","465","1639","369","3","109","154","15","7.2 %","",".065",".000",".248",".310",".313",".297","82","2.0","","4.6","1008553"
"Jack Powell","- - -","428","1223","213","6","80","85","0","3.9 %","",".056",".000",".188",".224",".244",".221","36","0.0","","4.5","1010487"
"Charlie Jones","- - -","483","1960","420","5","217","144","100","4.7 %","",".071",".000",".233",".276",".304",".290","90","-2.0","","4.4","1006537"
"Ralph Young","- - -","640","2609","500","3","264","157","65","11.0 %","6.2 %",".049",".247",".230",".321",".279",".296","80","-18.0","","4.4","1014389"
"Simon Nicholls","- - -","309","1267","284","4","144","58","27","5.1 %","",".049",".000",".251",".293",".300",".289","87","-13.0","","4.3","1009571"
"Tom Hughes","- - -","407","1030","190","6","89","79","8","3.6 %","34.1 %",".080",".182",".200",".231",".279",".241","50","0.0","","4.3","1006163"
"Art Phelan","- - -","402","1451","297","8","150","131","50","9.7 %","7.9 %",".089",".254",".236",".317",".325",".314","87","-6.0","","4.3","1010272"
"Lefty Davis","- - -","348","1510","338","3","232","110","65","11.1 %","",".061",".000",".261",".348",".322",".332","104","-3.0","","4.3","1003066"
