"Name","Team","G","PA","H","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","Fld","BsR","WAR","playerid"
"Bill Joyce","- - -","904","4149","970","70","820","607","264","17.3 %","9.2 %",".174",".321",".294",".435",".467",".432","143","-51.0","","33.7","1006633"
"Denny Lyons","- - -","1121","5010","1333","62","932","755","224","12.4 %","6.7 %",".132",".320",".310",".407",".443",".401","128","-28.0","","31.9","1007880"
"Arlie Latham","- - -","1623","7500","1833","27","1477","563","738","7.8 %","5.8 %",".073",".282",".269",".334",".341",".339","99","90.0","","31.9","1007371"
"Ezra Sutton","- - -","1263","5536","1574","25","992","671","69","3.1 %","3.3 %",".093",".301",".294",".316",".386",".320","113","-3.0","","30.5","1012746"
"Ross Barnes","- - -","499","2506","859","6","698","350","73","4.5 %","2.6 %",".105",".368",".359",".388",".464",".389","149","57.0","","30.0","1000573"
"Joe Start","- - -","1071","4911","1418","15","854","544","18","3.3 %","2.2 %",".069",".303",".299",".322",".367",".317","116","37.0","","29.6","1012436"
"Tip O'Neill","- - -","1054","4720","1386","52","880","757","161","8.9 %","6.1 %",".132",".315",".326",".392",".458",".393","128","38.0","","28.5","1009821"
"Elmer Smith","- - -","1214","5330","1444","37","907","660","230","11.8 %","4.7 %",".124",".338",".312",".399",".437",".396","121","14.0","","28.3","1012134"
"Dummy Hoy","- - -","1592","7392","1808","36","1266","646","556","11.9 %","3.9 %",".084",".291",".287",".384",".371",".376","114","-35.0","","28.2","1006111"
"Dave Orr","- - -","791","3411","1125","37","536","627","66","2.9 %","4.7 %",".160",".357",".342",".366",".502",".390","141","9.0","","27.6","1009848"
"Fred Clarke","- - -","869","3917","1144","37","688","425","266","7.5 %","5.6 %",".115",".332",".327",".394",".442",".402","130","24.0","","26.8","1002280"
"Fred Pfeffer","- - -","1670","7108","1671","94","1094","1019","382","7.4 %","7.1 %",".115",".265",".255",".312",".369",".324","94","48.0","","26.3","1010263"
"John Morrill","- - -","1265","5274","1275","43","821","643","61","6.8 %","12.4 %",".107",".292",".260",".310",".367",".311","109","13.0","","26.2","1009214"
"Tommy Tucker","- - -","1687","7266","1882","42","1084","932","352","6.6 %","4.8 %",".083",".312",".290",".364",".373",".357","105","-4.0","","26.1","1013213"
"Kip Selbach","- - -","890","3985","1066","33","687","500","246","12.1 %","4.8 %",".138",".320",".312",".401",".449",".406","126","30.0","","26.0","1011731"
"George Wright","- - -","591","2942","867","11","665","330","41","2.3 %","4.0 %",".098",".312",".302",".317",".399",".325","119","75.0","","26.0","1014277"
"Jack Rowe","- - -","1044","4626","1256","28","764","644","59","4.8 %","3.8 %",".105",".294",".286",".323",".392",".327","110","3.0","","25.8","1011255"
"Jack Clements","- - -","1157","4704","1226","77","619","687","55","7.2 %","7.7 %",".135",".305",".286",".347",".421",".353","106","49.0","","25.4","1002338"
"Henry Larkin","- - -","1184","5302","1429","53","925","836","129","9.1 %","5.2 %",".137",".314",".303",".380",".440",".381","127","-50.0","","25.3","1007348"
"Charley Jones","- - -","894","4009","1114","56","733","552","20","5.9 %","8.5 %",".146",".321",".298",".345",".444",".358","132","27.0","","24.9","1006535"
"Lave Cross","- - -","1428","6105","1658","41","891","896","199","5.4 %","2.5 %",".096",".297",".292",".333",".387",".339","90","96.0","","24.4","1002808"
"Oyster Burns","- - -","1187","5143","1389","65","869","832","263","9.0 %","5.3 %",".146",".310",".300",".368",".446",".380","126","-40.0","","24.2","1001716"
"Tom Daly","- - -","1171","4840","1187","44","817","610","324","11.4 %","10.7 %",".112",".302",".281",".371",".393",".372","113","-19.0","","23.7","1002957"
"Jimmy Collins","- - -","770","3353","925","40","535","533","83","6.6 %","3.9 %",".120",".287",".306",".364",".425",".370","104","76.0","","23.0","1002455"
"Bill Lange","Colts","811","3609","1055","39","689","578","399","9.7 %","4.1 %",".128",".337",".330",".401",".459",".419","126","16.0","","23.0","1007315"
"George Wood","- - -","1280","5821","1467","68","965","601","113","7.2 %","9.4 %",".130",".294",".273",".329",".403",".337","111","16.0","","22.9","1014217"
"Sam Wise","- - -","1175","5140","1281","49","834","672","203","7.6 %","12.5 %",".126",".306",".272",".332",".397",".341","112","-64.0","","22.1","1014157"
"Tom York","- - -","963","4211","1095","15","743","502","15","4.7 %","5.3 %",".110",".292",".274",".310",".384",".316","117","50.0","","21.8","1014355"
"Jerry Denny","- - -","1237","5134","1286","74","714","667","130","3.4 %","11.7 %",".124",".284",".260",".287",".384",".306","95","44.0","","21.7","1003209"
"Tom Brown","- - -","1786","8182","1951","64","1521","736","657","9.1 %","12.9 %",".096",".291",".265",".337",".361",".343","106","0.0","","21.7","1001562"
"Fred Carroll","- - -","754","3290","820","27","546","366","137","10.6 %","6.2 %",".124",".301",".284",".370",".408",".367","129","1.0","","21.6","1002002"
"Bobby Lowe","Beaneaters","1281","5665","1481","67","952","825","238","7.1 %","6.3 %",".101",".303",".289",".347",".390",".351","92","80.0","","21.6","1007786"
"Curt Welch","- - -","1107","4939","1152","16","915","503","453","7.7 %","5.5 %",".090",".272",".263",".345",".353",".349","111","78.0","","21.5","1013751"
"Tom Burns","- - -","1251","5198","1299","39","722","683","162","5.2 %","8.7 %",".100",".285",".264",".303",".364",".311","93","40.0","","21.2","1001720"
"Chief Zimmer","- - -","1132","4513","1108","25","578","568","138","7.8 %","10.4 %",".104",".297",".274",".343",".378",".342","99","42.0","","21.0","1014441"
"John Reilly","- - -","1142","4935","1352","69","898","740","245","3.2 %","8.2 %",".149",".277",".289",".325",".438",".352","115","-3.0","","21.0","1010803"
"Cal McVey","- - -","530","2543","869","11","555","448","25","1.2 %","2.0 %",".101",".350",".346",".354",".446",".366","141","-5.0","","20.5","1008696"
"Jack Doyle","- - -","1148","4839","1386","23","771","775","451","6.4 %","5.3 %",".092",".338",".310",".360",".402",".374","112","-29.0","","20.5","1003461"
"Jake Stenzel","- - -","766","3412","1024","32","662","533","292","8.8 %","3.5 %",".142",".364",".339",".408",".480",".423","133","-24.0","","20.4","1012485"
"Abner Dalrymple","- - -","951","4384","1202","43","813","407","58","4.7 %","8.2 %",".122",".307",".288",".323",".410",".335","116","14.0","","20.2","1002948"
"Ned Hanlon","- - -","1267","5563","1317","30","930","517","329","8.5 %","6.4 %",".080",".275",".260",".325",".340",".323","108","4.0","","19.7","1005314"
"Jack Farrell","- - -","884","3815","877","23","584","370","87","5.2 %","6.0 %",".091",".260",".243",".283",".333",".286","98","57.0","","19.5","1003944"
"Orator Shaffer","- - -","871","3784","1000","11","601","317","34","6.0 %","8.2 %",".085",".291",".282",".326",".367",".322","117","56.0","","19.4","1011783"
"Deacon McGuire","- - -","1316","5293","1379","42","661","686","102","7.5 %","6.8 %",".103",".304",".287",".350",".391",".347","101","-8.0","","19.3","1008553"
"Honus Wagner","- - -","494","2099","649","23","322","357","121","6.1 %","",".149",".000",".337",".386",".487",".413","140","10.0","","19.0","1013485"
"George Pinkney","- - -","1163","5189","1212","21","874","539","296","10.1 %","4.9 %",".075",".268",".263",".345",".338",".335","104","-1.0","","19.0","1010358"
"Jim Fogarty","- - -","751","3264","709","20","508","320","325","10.8 %","10.0 %",".097",".272",".246",".335",".343",".338","109","72.0","","18.9","1004191"
"Germany Smith","- - -","1710","6995","1592","47","907","797","235","5.8 %","6.4 %",".089",".256",".243",".289",".332",".294","71","160.0","","18.6","1012143"
"Steve Brodie","- - -","1245","5512","1514","20","808","817","269","6.8 %","3.5 %",".080",".316",".304",".367",".384",".363","102","34.0","","17.8","1001461"
"Perry Werden","- - -","693","3072","773","26","444","439","150","9.1 %","7.6 %",".132",".292",".282",".359",".414",".368","112","43.0","","17.4","1013784"
"Jocko Milligan","- - -","772","3210","848","49","440","497","41","6.5 %","7.9 %",".147",".309",".286",".341",".433",".353","109","37.0","","17.3","1008944"
"Davy Force","- - -","1029","4407","1060","1","653","373","33","3.5 %","6.1 %",".047",".266",".249",".276",".296",".267","85","77.0","","17.3","1004213"
"Frank Fennelly","- - -","786","3451","781","34","609","408","175","11.0 %","13.4 %",".121",".302",".257",".345",".378",".344","110","9.0","","17.2","1003980"
"Jimmy Wolf","- - -","1198","5239","1440","18","779","593","186","4.4 %","6.0 %",".098",".287",".290",".327",".387",".333","113","29.0","","17.2","1014195"
"Danny Richardson","- - -","1131","4751","1129","32","676","558","225","6.0 %","6.1 %",".078",".266",".254",".301",".332",".303","85","85.0","","17.0","1010904"
"Paul Radford","- - -","1361","5816","1206","13","945","462","346","13.6 %","7.7 %",".066",".264",".242",".351",".308",".333","103","-10.0","","16.9","1010640"
"Nap Lajoie","Phillies","492","2204","721","32","421","458","87","2.7 %","6.2 %",".176",".331",".345",".374",".520",".411","132","-4.0","","16.8","1007259"
"Tommy McCarthy","- - -","1275","5739","1496","44","1069","735","468","9.4 %","3.7 %",".084",".296",".292",".364",".376",".365","106","32.0","","16.7","1008379"
"Billy Shindle","- - -","1422","6326","1561","31","992","758","318","6.1 %","5.1 %",".088",".291",".269",".323",".357",".327","89","20.0","","16.7","1011900"
"Bobby Wallace","- - -","640","2710","691","24","376","417","47","8.2 %","13.5 %",".131",".259",".284",".347",".415",".355","108","23.0","","16.6","1013542"
"John Clapp","- - -","588","2635","714","7","457","275","17","4.3 %","1.9 %",".072",".287",".283",".313",".355",".307","113","29.0","","16.3","1002259"
"Arthur Irwin","- - -","1009","4190","934","5","552","396","93","7.4 %","9.0 %",".064",".266",".241",".299",".305",".287","87","37.0","","16.3","1006276"
"Bug Holliday","Red Stockings","928","4036","1134","65","728","617","248","8.9 %","5.7 %",".137",".321",".311",".376",".448",".390","117","-11.0","","16.2","1005957"
"Jack Crooks","- - -","794","3466","668","21","536","313","220","17.6 %","7.5 %",".081",".264",".240",".385",".321",".364","111","-1.0","","16.2","1002797"
"Elmer Flick","Phillies","399","1734","503","21","288","289","89","10.6 %","",".144",".000",".339",".427",".483",".434","149","6.0","","15.9","1004158"
"Ed Swartwood","- - -","724","3244","861","14","607","229","120","10.0 %","18.6 %",".100",".324",".299",".379",".400",".369","134","-10.0","","15.8","1012766"
"Hub Collins","- - -","680","3130","790","11","653","319","335","10.6 %","8.9 %",".085",".302",".284",".365",".369",".366","121","2.0","","15.8","1002454"
"Fred Tenney","Beaneaters","675","3069","869","8","545","361","132","8.3 %","3.7 %",".076",".335",".322",".383",".398",".377","106","32.0","","15.6","1012916"
"Jack Burdock","- - -","1187","5065","1230","18","777","503","59","2.8 %","6.8 %",".065",".274",".250",".272",".315",".271","89","42.0","","15.4","1001664"
"Tommy Corcoran","- - -","1436","6251","1547","27","880","777","285","4.5 %","5.2 %",".087",".276",".264",".301",".351",".311","75","74.0","","15.2","1002622"
"Jim McTamany","- - -","813","3682","794","19","693","334","255","14.5 %","12.4 %",".099",".296",".256",".373",".355",".360","120","10.0","","15.1","1008694"
"Duke Farrell","- - -","1317","5366","1347","50","756","832","135","8.1 %","6.0 %",".114",".279",".277",".342",".391",".345","94","-9.0","","15.0","1003942"
"Bob Ferguson","- - -","824","3596","920","1","544","356","15","3.6 %","3.9 %",".048",".278",".265",".291",".313",".280","96","39.0","","14.8","1003985"
"Chick Stahl","Beaneaters","523","2302","675","19","394","283","84","8.3 %","",".129",".000",".327",".387",".456",".396","119","32.0","","14.4","1012381"
"Candy Nelson","- - -","817","3673","833","3","648","208","68","9.6 %","2.8 %",".046",".251",".253",".330",".299",".305","107","1.0","","14.3","1009498"
"Doggie Miller","- - -","1317","5683","1380","33","839","567","260","8.2 %","2.7 %",".078",".279",".267",".333",".345",".328","99","-31.0","","14.3","1008884"
"Bob Caruthers","- - -","705","2906","695","29","508","359","152","14.3 %","5.7 %",".118",".285",".282",".391",".400",".380","126","-19.0","","14.0","1002026"
"Darby O'Brien","- - -","709","3128","805","20","577","394","321","7.4 %","11.2 %",".105",".311",".282",".344",".387",".358","117","24.0","","14.0","1009686"
"Patsy Tebeau","- - -","1167","5012","1290","27","671","735","164","6.4 %","5.3 %",".085",".299",".279",".332",".364",".331","89","28.0","","13.8","1012900"
"Dan McGann","- - -","448","1906","496","18","317","284","88","6.9 %","5.3 %",".109",".333",".302",".390",".411",".390","122","18.0","","13.8","1008501"
"Pop Smith","- - -","1112","4623","941","24","643","358","169","7.0 %","13.2 %",".091",".243",".222",".287",".313",".288","92","35.0","","13.7","1012193"
"Emmett Seery","- - -","916","4051","893","27","695","300","240","11.6 %","12.0 %",".104",".275",".252",".345",".356",".341","110","15.0","","13.4","1011721"
"Heinie Reitz","- - -","723","3091","800","11","446","462","122","8.6 %","5.3 %",".099",".307",".292",".363",".391",".360","97","35.0","","13.3","1010822"
"Fielder Jones","Bridegrooms","623","2807","768","11","486","256","153","9.5 %","3.3 %",".070",".363",".313",".388",".383",".379","116","3.0","","13.3","1006555"
"John Peters","- - -","615","2719","748","3","372","249","14","0.9 %","3.3 %",".046",".287",".278",".284",".324",".278","99","26.0","","13.3","1010232"
"Walt Wilmot","- - -","960","4360","1098","58","725","594","381","8.0 %","5.3 %",".128",".283",".276",".337",".404",".357","104","21.0","","13.2","1014056"
"Gene DeMontreville","- - -","642","2738","785","12","403","369","180","5.2 %","5.5 %",".074",".344",".313",".356",".388",".363","103","2.0","","13.0","1003198"
"Lip Pike","- - -","425","2032","637","20","433","332","47","2.4 %","2.7 %",".144",".324",".321",".338",".465",".360","138","-16.0","","12.9","1010347"
"Bill Phillips","- - -","1038","4458","1130","17","562","534","39","4.0 %","9.4 %",".108",".288",".266",".299",".374",".306","104","-27.0","","12.6","1010281"
"Yank Robinson","- - -","978","4167","825","15","697","399","272","15.9 %","10.5 %",".082",".226",".241",".375",".323",".352","112","-49.0","","12.3","1011079"
"Patsy Donovan","- - -","1327","6051","1695","15","1062","570","414","5.8 %","3.5 %",".058",".309",".303",".351",".361",".350","98","3.0","","11.7","1003399"
"Dave Foutz","- - -","1135","4847","1253","31","784","749","280","6.2 %","4.5 %",".102",".276",".276",".323",".378",".332","98","10.0","","11.1","1004266"
"Sid Farrar","- - -","943","3840","905","18","497","412","92","6.1 %","7.0 %",".089",".270",".253",".305",".342",".303","91","21.0","","10.6","1003939"
"Joe Hornung","- - -","1123","4918","1230","31","788","564","159","2.4 %","10.1 %",".093",".282",".257",".277",".350",".290","92","48.0","","10.4","1006031"
"Mike McGeary","- - -","547","2507","684","0","484","236","65","1.0 %","2.4 %",".033",".283",".276",".283",".309",".273","92","40.0","","10.1","1008506"
"Bob Allen","- - -","606","2524","532","14","337","306","53","11.8 %","8.8 %",".094",".258",".241",".334",".334",".324","84","42.0","","10.0","1000133"
"Bill Everitt","Colts","665","2987","880","11","521","333","179","6.6 %","7.0 %",".072",".363",".323",".371",".395",".371","102","-18.0","","9.8","1003872"
"George Hall","- - -","365","1708","538","13","377","249","18","2.2 %","1.6 %",".127",".322",".322",".337",".449",".355","128","7.0","","9.8","1005245"
"Roy Thomas","Phillies","290","1377","346","0","269","80","79","16.7 %","",".028",".000",".321",".454",".349",".411","134","-5.0","","9.8","1012992"
"Jake Virtue","Spiders","474","2054","483","7","321","256","50","13.4 %","6.8 %",".103",".294",".274",".376",".376",".363","112","1.0","","9.7","1013440"
"Charley Bassett","- - -","917","3759","806","15","392","402","116","6.4 %","8.3 %",".074",".250",".231",".285",".304",".281","77","64.0","","9.6","1000643"
"Pete Gillespie","- - -","714","3038","809","10","450","351","54","3.5 %","7.2 %",".078",".296",".276",".303",".354",".304","104","15.0","","9.6","1004715"
"Cliff Carroll","- - -","991","4380","995","31","729","423","197","8.2 %","6.6 %",".079",".264",".251",".320",".329",".317","96","28.0","","9.4","1001996"
"Jimmy Williams","Pirates","258","1144","329","14","199","184","44","8.0 %","",".158",".000",".318",".380",".476",".399","128","3.0","","9.4","1014005"
"Levi Meyerle","- - -","307","1453","513","10","306","279","19","0.7 %","1.0 %",".123",".357",".356",".360",".479",".379","141","-24.0","","9.4","1008830"
"Lou Bierbauer","- - -","1383","6007","1521","33","819","835","206","4.5 %","3.0 %",".087",".276",".267",".301",".354",".306","76","89.0","","9.3","1000953"
"Candy LaChance","- - -","682","2900","790","30","421","454","154","4.7 %","9.8 %",".124",".325",".293",".335",".417",".354","99","-3.0","","9.3","1007233"
"Tom McCreery","- - -","533","2247","598","18","340","256","76","9.7 %","11.9 %",".121",".390",".305",".376",".426",".378","116","-11.0","","9.0","1008431"
"George Shoch","- - -","706","2912","671","10","414","323","138","10.2 %","4.5 %",".069",".274",".265",".355",".334",".339","98","3.0","","8.9","1011916"
"Bill Gleason","- - -","798","3624","907","7","613","298","70","4.9 %","1.6 %",".059",".246",".267",".313",".327",".301","94","1.0","","8.9","1004764"
"Pete Hotaling","- - -","840","3734","931","9","590","371","78","6.0 %","7.0 %",".086",".283",".267",".314",".353",".310","108","-35.0","","8.7","1006046"
"Jack O'Connor","- - -","1182","4834","1228","18","657","659","207","5.7 %","5.6 %",".080",".293",".274",".320",".354",".323","89","16.0","","8.7","1009713"
"Chick Fulmer","- - -","583","2482","636","8","360","261","14","1.7 %","4.0 %",".063",".275",".261",".273",".324",".272","94","25.0","","8.7","1004400"
"Harry Taylor","- - -","440","1988","504","3","312","178","108","10.7 %","4.9 %",".037",".291",".286",".367",".323",".347","109","15.0","","8.6","1012873"
"Jimmy Sheckard","- - -","350","1461","367","11","241","192","120","9.7 %","",".120",".000",".290",".378",".410",".390","123","6.0","","8.6","1011843"
"Mike Dorgan","- - -","715","3046","802","4","443","346","39","3.9 %","6.2 %",".066",".295",".274",".303",".340",".299","102","6.0","","8.5","1003410"
"Sam Barkley","- - -","582","2517","602","10","362","231","51","7.0 %","7.8 %",".100",".265",".258",".314",".359",".313","103","11.0","","8.5","1000552"
"Dude Esterbrook","- - -","701","2927","741","6","387","210","55","2.4 %","7.2 %",".073",".274",".261",".284",".334",".286","95","16.0","","8.5","1003839"
"Alex McKinnon","- - -","386","1617","465","14","209","219","16","2.8 %","7.7 %",".116",".315",".296",".315",".412",".329","116","-6.0","","8.3","1008597"
"Sadie Houck","- - -","641","2727","666","4","406","234","31","1.8 %","4.9 %",".088",".258",".250",".269",".338",".279","93","8.0","","8.3","1006049"
"Billy Clingman","- - -","658","2612","563","6","334","239","86","9.6 %","9.8 %",".061",".275",".245",".325",".306",".312","79","41.0","","8.3","1002356"
"Jim Whitney","- - -","550","2306","559","18","316","280","20","7.0 %","9.2 %",".114",".283",".261",".313",".375",".315","109","-19.0","","8.3","1013908"
"Heinie Peitz","- - -","720","2751","661","13","345","357","70","10.0 %","5.4 %",".103",".284",".272",".350",".375",".345","88","15.0","","8.2","1010131"
"John Anderson","- - -","596","2522","705","28","400","419","142","4.2 %","5.8 %",".147",".311",".298",".337",".446",".366","107","-4.0","","8.1","1000232"
"Al Spalding","- - -","411","1987","613","2","417","327","10","1.5 %","1.3 %",".068",".316",".313",".323",".382",".325","117","-13.0","","8.1","1012300"
"Eddie Burke","- - -","853","3918","979","30","744","410","291","8.1 %","6.5 %",".099",".296",".279",".352",".378",".357","96","16.0","","8.0","1001678"
"Mike Grady","- - -","526","1984","522","14","311","282","74","8.7 %","6.4 %",".118",".359",".300",".381",".419",".381","113","-28.0","","8.0","1004917"
"Guy Hecker","- - -","705","3052","812","19","504","278","123","4.7 %","6.1 %",".093",".272",".282",".324",".376",".328","113","-32.0","","8.0","1005573"
"Monte Cross","- - -","826","3368","736","22","423","353","190","9.8 %","9.6 %",".091",".276",".252",".336",".343",".335","88","-31.0","","7.9","1002810"
"Bones Ely","- - -","1126","4711","1144","23","587","550","150","4.8 %","5.5 %",".073",".283",".262",".300",".335",".301","71","61.0","","7.8","1003761"
"Dusty Miller","- - -","655","2836","769","22","444","421","206","6.1 %","6.4 %",".119",".336",".301",".352",".420",".371","102","9.0","","7.7","1008887"
"Tom Carey","- - -","536","2408","645","5","405","271","26","0.6 %","2.5 %",".051",".275",".269",".274",".320",".273","94","2.0","","7.7","1001948"
"Jimmy Cooney","- - -","324","1459","315","4","221","118","77","10.1 %","3.3 %",".058",".249",".242",".324",".300",".313","83","47.0","","7.7","1002586"
"Jim Keenan","- - -","528","2084","453","22","255","208","41","8.5 %","12.5 %",".106",".237",".240",".312",".346",".309","90","44.0","","7.6","1006749"
"Ed McFarland","- - -","471","1857","477","10","259","241","33","7.9 %","5.6 %",".108",".262",".290",".352",".398",".353","100","-2.0","","7.6","1008491"
"Duff Cooley","- - -","761","3470","972","19","605","300","144","6.4 %","5.1 %",".086",".335",".306",".354",".392",".356","97","-3.0","","7.5","1002579"
"Ed Cartwright","- - -","495","2129","562","24","348","333","144","9.5 %","7.7 %",".137",".320",".295",".368",".432",".378","106","-2.0","","7.5","1002024"
"Silver Flint","- - -","760","2968","687","21","380","295","12","1.8 %","15.9 %",".089",".275",".236",".250",".325",".260","77","44.0","","7.4","1004162"
"Claude Ritchey","- - -","522","2178","535","10","250","230","69","7.6 %","",".068",".000",".282",".348",".350",".341","96","-5.0","","7.3","1010987"
"Barney Gilligan","- - -","523","2020","388","3","217","167","8","7.3 %","11.6 %",".066",".235",".207",".265",".273",".254","83","36.0","","7.3","1004721"
"Dickey Pearce","- - -","291","1361","334","2","217","137","12","2.4 %","1.5 %",".025",".254",".252",".270",".276",".258","88","47.0","","7.1","1010100"
"Ollie Beard","- - -","331","1423","353","4","195","173","73","7.9 %","4.3 %",".087",".281",".270",".330",".357",".331","91","37.0","","7.0","1000719"
"Jack Manning","- - -","834","3694","924","14","563","361","30","4.9 %","6.3 %",".082",".287",".263",".300",".345",".299","106","-42.0","","6.8","1008065"
"Joe Gerhardt","- - -","1071","4314","939","7","493","380","37","3.8 %","7.2 %",".061",".243",".227",".258",".288",".255","78","58.0","","6.8","1004629"
"Charlie Comiskey","- - -","1390","6035","1530","29","994","883","419","3.3 %","3.1 %",".074",".259",".264",".293",".338",".305","84","49.0","","6.8","1002484"
