"Name","Team","G","PA","H","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","Fld","BsR","WAR","playerid"
"Tony Pena","- - -","1703","6375","1536","99","604","633","79","6.4 %","11.8 %",".105",".285",".262",".311",".368",".301","84","54.0","","26.9","1010153"
"Tom Brunansky","- - -","1724","6936","1495","261","780","885","69","10.8 %","16.3 %",".188",".259",".246",".328",".433",".335","104","42.0","","26.8","1001589"
"Howard Johnson","- - -","1345","5240","1148","211","704","698","219","11.8 %","17.8 %",".199",".272",".253",".341",".452",".350","122","-84.0","","26.7","1006462"
"Kevin Mitchell","- - -","986","3866","969","190","525","612","27","9.8 %","15.3 %",".233",".290",".282",".354",".515",".374","139","-31.0","","26.6","1009004"
"Butch Wynegar","- - -","1131","4445","963","55","440","437","10","12.3 %","8.2 %",".091",".266",".254",".347",".345",".316","93","56.0","","26.2","1014308"
"Ben Oglivie","- - -","1274","5155","1262","197","630","746","53","9.2 %","11.8 %",".186",".278",".275",".343",".462",".349","119","4.0","","26.2","1009746"
"John Kruk","- - -","1070","4114","1044","93","534","531","54","14.1 %","15.0 %",".150",".339",".300",".397",".450",".374","134","-12.0","","26.1","1007184"
"Garry Templeton","- - -","2008","7983","2034","69","861","711","231","4.6 %","13.3 %",".098",".306",".271",".304",".369",".294","82","32.0","","26.0","1012909"
"Ken Singleton","Orioles","1137","4728","1128","154","534","641","3","14.6 %","14.8 %",".166",".308",".283",".387",".449",".373","135","-48.0","","25.9","1012011"
"Johnny Ray","- - -","1346","5664","1502","53","604","594","80","6.2 %","5.8 %",".101",".298",".290",".333",".391",".321","100","13.0","","25.9","1010727"
"Wally Joyner","- - -","1129","4819","1224","138","604","649","44","9.2 %","9.3 %",".161",".290",".286",".353",".447",".351","118","29.0","","25.9","1006637"
"Dusty Baker","- - -","1297","5086","1272","161","617","650","77","9.4 %","11.1 %",".157",".289",".282",".349",".439",".351","122","-11.0","","25.8","1000450"
"Reggie Jackson","- - -","1455","5802","1292","282","753","878","57","12.4 %","23.4 %",".220",".297",".258",".353",".478",".365","128","-71.0","","25.7","1006308"
"Steve Sax","- - -","1751","7608","1943","54","911","549","444","7.3 %","7.6 %",".077",".299",".281",".335",".358",".316","99","-62.0","","25.7","1011481"
"Terry Kennedy","- - -","1475","5421","1313","113","474","628","6","6.7 %","15.8 %",".122",".296",".264",".314",".386",".307","93","22.0","","25.6","1006850"
"Phil Garner","- - -","1486","5675","1324","95","676","609","185","8.8 %","12.3 %",".131",".285",".262",".328",".393",".320","100","12.0","","25.4","1004541"
"Danny Tartabull","- - -","1082","4492","1078","208","594","722","35","13.2 %","23.1 %",".230",".330",".280",".375",".510",".387","141","-91.0","","25.2","1012829"
"Mike Greenwell","Red Sox","964","3949","1082","97","495","561","65","9.3 %","7.0 %",".159",".310",".307",".375",".466",".369","125","15.0","","25.1","1005006"
"Bill Madlock","- - -","1385","5625","1483","131","694","653","136","8.1 %","7.1 %",".136",".297",".294",".355",".431",".347","116","-77.0","","24.9","1007957"
"Frank Thomas","White Sox","531","2328","600","104","357","383","11","17.9 %","13.2 %",".240",".333",".321",".441",".561",".435","175","-22.0","","24.7","255"
"George Hendrick","- - -","1375","5350","1384","174","640","793","33","7.7 %","12.5 %",".168",".298",".286",".340",".454",".349","118","-23.0","","24.6","1005642"
"Tom Herr","- - -","1497","6116","1450","28","676","574","188","10.3 %","9.5 %",".079",".297",".271",".347",".350",".319","99","-13.0","","24.5","1005737"
"Jim Gantner","Brewers","1749","6708","1679","47","720","561","136","5.6 %","7.3 %",".078",".290",".274",".319",".352",".302","87","36.0","","24.4","1004483"
"George Bell","- - -","1582","6592","1702","265","814","1002","67","5.0 %","11.7 %",".191",".278",".278",".316",".469",".342","111","-13.0","","24.4","1000808"
"Mike Hargrove","- - -","1205","4953","1168","58","564","500","18","14.9 %","7.6 %",".100",".300",".286",".396",".385",".355","119","0.0","","24.2","1005361"
"Alvin Davis","- - -","1205","5010","1189","160","568","683","7","13.7 %","11.1 %",".170",".288",".280",".380",".450",".365","124","-20.0","","24.2","1003033"
"Ernie Whitt","- - -","1286","4251","934","133","443","531","22","10.2 %","11.5 %",".161",".253",".249",".324",".409",".323","97","19.0","","24.2","1013912"
"Sixto Lezcano","- - -","982","3684","857","128","447","483","17","12.9 %","15.0 %",".185",".293",".273",".367",".458",".366","130","8.0","","24.0","1007593"
"Joe Carter","- - -","1493","6300","1523","275","819","994","189","5.5 %","15.3 %",".207",".269",".262",".309",".469",".341","109","-36.0","","23.7","1002018"
"Gene Tenace","- - -","727","2511","457","80","284","285","18","20.3 %","18.3 %",".184",".267",".237",".404",".421",".373","138","10.0","","23.3","1012911"
"Ruppert Jones","- - -","1282","4987","1092","146","634","572","143","10.6 %","16.1 %",".166",".274",".250",".331",".417",".332","106","26.0","","23.2","1006588"
"Pete O'Brien","- - -","1551","6168","1421","169","654","736","24","10.4 %","9.1 %",".148",".262",".261",".336",".409",".328","102","69.0","","23.2","1009700"
"Gorman Thomas","- - -","1139","4710","922","246","594","696","35","13.0 %","23.6 %",".233",".251",".230",".331",".463",".349","118","-27.0","","23.2","1012979"
"Dave Concepcion","Reds","1578","6366","1549","61","646","636","172","8.0 %","12.1 %",".089",".299",".269",".327",".358",".309","89","-1.0","","23.1","1002494"
"Kevin Seitzer","- - -","1004","4249","1067","49","527","393","70","11.1 %","9.8 %",".103",".312",".288",".369",".390",".342","112","-10.0","","22.5","1011730"
"Steve Kemp","- - -","1164","4714","1128","130","581","634","39","12.2 %","12.8 %",".153",".296",".278",".367",".431",".358","121","-29.0","","22.1","1006827"
"Dickie Thon","- - -","1348","4871","1176","71","496","435","167","7.1 %","13.5 %",".110",".294",".264",".317",".374",".310","95","7.0","","21.9","1013033"
"Andre Thornton","Indians","1221","5096","1095","214","650","749","39","13.4 %","13.4 %",".199",".253",".254",".355",".453",".357","120","0.0","","21.9","1013037"
"Don Slaught","- - -","1083","3812","972","69","354","406","18","6.5 %","13.0 %",".138",".309",".282",".333",".420",".333","106","-17.0","","21.8","1012059"
"Jerry Mumphrey","- - -","1416","5096","1337","69","605","548","152","8.6 %","12.4 %",".110",".323",".291",".351",".402",".336","110","-18.0","","21.8","1009314"
"Ellis Burks","- - -","857","3669","922","110","515","461","99","8.5 %","14.9 %",".175",".305",".280",".344",".455",".353","116","1.0","","21.8","372"
"Al Oliver","- - -","1219","4976","1428","103","575","691","43","6.3 %","7.1 %",".140",".317",".311",".355",".452",".352","120","-28.0","","21.6","1009773"
"Greg Luzinski","- - -","1079","4462","1008","195","537","685","25","12.8 %","19.6 %",".212",".294",".266",".365",".478",".372","131","-46.0","","21.5","1007855"
"Steve Garvey","- - -","1523","6346","1727","195","770","910","42","4.9 %","10.6 %",".155",".299",".291",".325",".445",".336","111","-16.0","","21.4","1004557"
"Ken Oberkfell","- - -","1565","5528","1354","29","558","446","62","9.9 %","6.4 %",".085",".292",".278",".351",".362",".319","96","20.0","","21.2","1009677"
"Reggie Smith","- - -","578","2208","552","105","330","331","37","13.5 %","15.1 %",".226",".306",".296",".389",".522",".396","150","16.0","","21.2","1012201"
"Matt Williams","Giants","818","3241","756","159","398","486","25","5.2 %","19.6 %",".215",".267",".251",".295",".467",".329","108","47.0","","21.1","77"
"Bob Horner","- - -","1020","4213","1047","218","560","684","14","8.8 %","12.2 %",".222",".268",".277",".340",".499",".366","125","-61.0","","20.9","1006026"
"Hal McRae","Royals","1304","5217","1356","132","633","730","59","8.0 %","9.6 %",".173",".298",".289",".350",".462",".357","121","0.0","","20.8","1008687"
"Gary Pettis","- - -","1109","4237","855","21","568","259","354","12.3 %","22.6 %",".074",".313",".236",".332",".310",".309","91","80.0","","20.7","1010249"
"Robin Ventura","White Sox","631","2691","615","66","315","348","6","12.7 %","10.4 %",".138",".278",".269",".362",".407",".343","114","50.0","","20.7","854"
"Johnny Bench","Reds","783","2928","693","133","334","447","15","10.0 %","14.8 %",".204",".272",".267",".339",".471",".355","120","1.0","","20.7","1000826"
"Gary Ward","- - -","1273","4892","1236","130","594","597","83","7.2 %","15.8 %",".149",".306",".276",".328",".425",".335","105","34.0","","20.6","1013611"
"Mark Grace","Cubs","903","3876","1033","60","456","453","49","10.6 %","6.7 %",".121",".312",".304",".377",".425",".358","120","19.0","","20.2","56"
"Ruben Sierra","- - -","1211","5204","1307","178","665","774","113","6.7 %","13.3 %",".185",".284",".274",".320",".459",".340","110","-13.0","","20.2","1099"
"Mookie Wilson","- - -","1386","5442","1397","67","731","438","327","5.2 %","15.9 %",".112",".318",".274",".314",".386",".318","100","10.0","","20.2","1014096"
"Tony Armas","- - -","1404","5496","1300","251","614","814","18","4.7 %","21.8 %",".201",".279",".252",".287",".453",".323","100","27.0","","20.1","1000305"
"Don Baylor","- - -","1623","6722","1506","266","905","979","115","8.7 %","11.5 %",".186",".254",".258",".341",".444",".347","116","-43.0","","20.0","1000700"
"Greg Gagne","- - -","1241","4278","995","79","518","392","89","5.2 %","18.0 %",".134",".295",".253",".296",".388",".302","81","63.0","","19.9","1004427"
"Edgar Martinez","Mariners","558","2251","593","49","315","217","17","11.7 %","11.2 %",".151",".329",".306",".391",".456",".379","137","11.0","","19.9","1086"
"Gary Matthews","- - -","1437","5710","1387","170","765","682","130","11.6 %","14.2 %",".157",".301",".279",".363",".436",".360","120","-87.0","","19.8","1008255"
"Brook Jacoby","- - -","1289","5027","1220","120","535","545","16","8.7 %","15.2 %",".135",".299",".270",".334",".405",".328","102","-13.0","","19.8","1006318"
"Warren Cromartie","- - -","1062","4216","1084","61","449","389","48","7.6 %","9.4 %",".124",".301",".283",".339",".407",".327","104","71.0","","19.7","1002786"
"Glenn Davis","- - -","1015","4189","965","190","510","603","28","8.8 %","14.6 %",".208",".262",".259",".332",".467",".348","122","0.0","","19.7","1003052"
"Gary Roenicke","- - -","976","3108","650","119","358","405","16","12.9 %","13.2 %",".189",".251",".248",".354",".437",".353","119","33.0","","19.7","1011120"
"Ron Hassey","- - -","1160","3906","914","71","348","438","14","9.9 %","9.7 %",".116",".278",".266",".340",".382",".324","101","-10.0","","19.5","1005479"
"Rance Mulliniks","- - -","1282","4089","972","73","445","435","15","11.2 %","13.6 %",".134",".302",".272",".354",".407",".340","109","5.0","","19.4","1009309"
"Ozzie Guillen","White Sox","1217","4573","1149","14","476","388","141","2.9 %","7.6 %",".070",".286",".267",".288",".337",".276","68","125.0","","19.2","1005125"
"Larry Herndon","- - -","1358","4953","1236","105","560","527","80","6.7 %","15.1 %",".140",".304",".272",".321",".412",".325","102","34.0","","19.0","1005717"
"Gene Richards","- - -","1012","3958","1028","26","502","255","247","9.0 %","11.0 %",".093",".323",".290",".357",".383",".339","116","-2.0","","18.9","1010907"
"Dave Magadan","- - -","829","3027","734","26","324","304","7","14.1 %","10.3 %",".092",".316",".289",".389",".380",".350","121","20.0","","18.9","1007961"
"Cesar Cedeno","- - -","1029","4007","990","78","487","453","237","8.6 %","10.8 %",".141",".294",".277",".342",".418",".343","117","-18.0","","18.8","1002100"
"Phil Bradley","- - -","1005","4255","1058","78","565","376","155","10.2 %","16.9 %",".135",".336",".286",".369",".421",".357","120","-46.0","","18.8","1001313"
"Darren Daulton","Phillies","839","3139","623","99","353","414","37","14.6 %","17.6 %",".176",".262",".237",".351",".414",".343","112","-24.0","","18.8","1003010"
"Steve Buechele","- - -","1158","4257","941","122","458","486","16","8.3 %","17.4 %",".152",".277",".248",".317",".400",".318","94","36.0","","18.5","1001630"
"Jody Davis","- - -","1060","3984","877","127","364","490","7","8.4 %","17.9 %",".158",".269",".245",".307",".403",".311","87","39.0","","18.4","1003060"
"Craig Biggio","Astros","788","3298","799","51","404","256","124","10.1 %","13.1 %",".116",".309",".276",".355",".392",".339","115","-31.0","","18.4","549"
"John Stearns","Mets","713","2767","636","41","296","292","86","10.5 %","9.7 %",".117",".280",".264",".345",".381",".328","106","24.0","","18.4","1012446"
"Amos Otis","- - -","894","3671","879","91","478","513","131","9.4 %","13.8 %",".152",".292",".272",".339",".424",".344","113","-10.0","","18.2","1009893"
"Paul O'Neill","- - -","929","3508","834","116","392","486","63","10.0 %","15.0 %",".175",".287",".268",".341",".443",".344","113","32.0","","18.1","1009818"
"Larry Walker","Expos","566","2238","539","80","292","298","83","9.7 %","17.9 %",".188",".304",".273",".349",".462",".359","128","46.0","","18.1","455"
"Chris Sabo","Reds","764","3187","780","101","428","357","114","7.3 %","12.0 %",".178",".279",".270",".327",".449",".345","114","2.0","","18.1","1011357"
"Bruce Bochte","- - -","1213","4802","1198","90","525","535","30","11.0 %","11.3 %",".122",".307",".286",".363",".408",".344","113","-17.0","","18.1","1001106"
"Ron Gant","Braves","855","3546","836","147","515","480","157","8.5 %","16.9 %",".205",".278",".262",".326",".466",".351","116","-20.0","","17.9","1032"
"Larry Parrish","- - -","1564","6206","1503","235","726","862","24","7.3 %","18.9 %",".185",".296",".266",".322",".451",".338","109","-78.0","","17.9","1010020"
"Garry Maddox","Phillies","1055","4035","1049","75","431","452","136","4.3 %","10.7 %",".123",".293",".277",".307",".400",".315","92","69.0","","17.9","1007948"
"Lee Lacy","- - -","1123","3802","1003","81","503","356","168","7.7 %","13.6 %",".138",".321",".291",".345",".429",".347","116","-3.0","","17.8","1007243"
"Milt Thompson","- - -","1083","3662","927","41","440","302","200","7.9 %","15.2 %",".101",".323",".279",".339",".380",".327","102","52.0","","17.7","1013021"
"Gary Redus","- - -","1120","4029","877","90","589","350","322","11.8 %","16.9 %",".159",".286",".252",".342",".411",".346","116","-9.0","","17.7","1010758"
"Kal Daniels","- - -","724","2739","666","104","391","360","87","13.3 %","18.0 %",".194",".319",".285",".382",".479",".383","142","-37.0","","17.7","1002973"
"Terry Steinbach","Athletics","822","3157","786","71","325","373","12","6.6 %","13.9 %",".127",".299",".274",".327",".401",".324","105","-3.0","","17.4","1012473"
"Al Bumbry","- - -","1017","4026","1028","35","547","281","160","8.5 %","11.4 %",".088",".316",".284",".346",".372",".328","105","0.0","","17.4","1001649"
"Jay Bell","- - -","816","3498","814","48","451","290","54","8.5 %","16.2 %",".122",".313",".267",".335",".389",".326","103","-18.0","","17.3","48"
"Andres Galarraga","- - -","1053","4219","1083","138","503","570","61","6.1 %","22.1 %",".173",".334",".279",".332",".452",".342","114","9.0","","17.2","1390"
"Benito Santiago","- - -","921","3581","866","98","361","425","72","4.9 %","16.9 %",".143",".287",".259",".297",".403",".306","90","26.0","","17.0","1130"
"Chris Chambliss","- - -","1340","4942","1225","127","551","609","30","8.6 %","10.6 %",".146",".286",".275",".338",".421",".335","107","16.0","","17.0","1002119"
"Julio Cruz","- - -","1131","4438","916","23","557","279","343","10.8 %","11.4 %",".061",".266",".237",".321",".299",".301","82","59.0","","16.9","1002842"
"Kelly Gruber","- - -","904","3442","818","117","431","443","80","5.7 %","14.6 %",".173",".272",".259",".307",".432",".328","102","17.0","","16.9","1005107"
"Cecil Fielder","- - -","841","3291","743","191","433","590","0","11.5 %","22.9 %",".241",".283",".259",".346",".500",".369","129","-13.0","","16.9","1004026"
"Dan Driessen","- - -","1271","4910","1109","128","564","578","112","12.4 %","11.4 %",".151",".274",".263",".356",".414",".343","113","-17.0","","16.9","1003501"
"Harold Reynolds","- - -","1271","5163","1185","21","607","342","240","8.9 %","7.7 %",".085",".278",".259",".328",".344",".305","85","30.0","","16.8","1010870"
"Oscar Gamble","- - -","818","2615","607","120","345","401","13","13.8 %","10.7 %",".220",".267",".275",".380",".495",".385","142","-17.0","","16.8","1004473"
"Glenn Hubbard","- - -","1324","5122","1084","70","545","448","35","10.5 %","12.5 %",".105",".269",".244",".328",".349",".305","84","34.0","","16.8","1006120"
"Dick Schofield","- - -","1217","4501","896","52","463","319","112","9.0 %","13.7 %",".087",".257",".228",".306",".315",".288","78","44.0","","16.7","1011602"
"Kevin Bass","- - -","1359","4729","1173","107","540","544","141","6.4 %","12.6 %",".143",".291",".270",".321",".413",".324","106","2.0","","16.7","1000645"
"Roberto Kelly","- - -","706","2854","739","65","364","293","172","6.5 %","16.9 %",".136",".326",".285",".335",".420",".344","114","3.0","","16.5","1006815"
"John Olerud","Blue Jays","547","2186","544","71","286","289","1","14.1 %","13.1 %",".190",".315",".297",".398",".488",".385","138","15.0","","16.5","1093"
"Rob Deer","- - -","1121","4449","844","226","569","591","43","12.6 %","31.0 %",".222",".275",".220",".323",".442",".339","109","-10.0","","16.5","1003137"
"Shane Mack","- - -","679","2494","653","56","337","291","76","8.0 %","16.0 %",".149",".337",".295",".361",".444",".361","121","19.0","","16.4","1007928"
"Leon Durham","- - -","1047","4067","992","147","522","530","106","10.9 %","16.7 %",".199",".303",".277",".356",".475",".359","120","-34.0","","16.3","1003592"
"Lee Mazzilli","- - -","1444","4738","1053","91","562","453","192","13.3 %","13.0 %",".126",".285",".260",".360",".386",".340","113","-64.0","","16.3","1008318"
"Hubie Brooks","- - -","1607","6409","1594","148","651","810","63","6.0 %","15.5 %",".134",".299",".270",".315",".404",".316","98","-49.0","","16.3","1001472"
"Wayne Gross","- - -","1052","3660","723","121","373","395","24","13.1 %","13.5 %",".163",".239",".233",".337",".396",".329","107","-16.0","","16.2","1005091"
"David Justice","Braves","551","2270","527","111","318","360","26","12.7 %","15.7 %",".226",".277",".270",".364",".496",".374","130","18.0","","16.2","923"
"Mike Easler","- - -","1102","3973","1064","118","458","518","19","8.0 %","17.0 %",".164",".333",".296",".352",".460",".355","120","-16.0","","16.2","1003635"
"Ellis Valentine","- - -","761","3016","784","115","342","432","45","4.9 %","13.5 %",".184",".286",".277",".312",".461",".339","111","42.0","","16.2","1013326"
"Tim Teufel","- - -","1053","3563","789","86","415","379","23","10.9 %","14.9 %",".150",".279",".254",".336",".404",".330","105","-12.0","","16.2","1012940"
"Rick Burleson","- - -","914","4032","989","33","479","301","47","7.3 %","9.0 %",".089",".292",".272",".327",".361",".309","85","35.0","","16.1","1001696"
"Randy Milligan","- - -","652","2496","534","68","295","272","16","17.3 %","16.4 %",".161",".296",".262",".393",".423",".370","132","1.0","","16.0","1008946"
"Bump Wills","- - -","827","3440","807","36","472","302","196","9.0 %","12.8 %",".094",".299",".266",".335",".360",".321","98","12.0","","15.9","1014049"
"Willie Upshaw","- - -","1237","4736","1103","123","596","528","88","9.5 %","13.6 %",".157",".283",".262",".335",".419",".332","102","27.0","","15.8","1013293"
"Rich Dauer","Orioles","1085","4176","980","43","448","369","6","7.1 %","5.2 %",".087",".263",".259",".312",".345",".298","85","39.0","","15.7","1003006"
"Jody Reed","- - -","837","3571","866","19","409","258","24","10.0 %","7.5 %",".089",".299",".279",".355",".368",".327","99","-3.0","","15.7","1010771"
"Marquis Grissom","Expos","581","2404","610","43","334","231","230","6.9 %","12.8 %",".123",".304",".277",".329",".400",".342","117","11.0","","15.6","652"
"Juan Samuel","- - -","1407","5902","1398","132","749","600","358","6.3 %","21.4 %",".153",".312",".259",".311",".412",".324","102","-101.0","","15.6","1011400"
"Gregg Jefferies","- - -","758","3150","830","68","401","363","128","7.8 %","6.2 %",".136",".290",".290",".346",".426",".350","119","-41.0","","15.6","1006379"
"Bill Russell","Dodgers","1203","4616","1124","21","462","335","85","5.8 %","6.5 %",".069",".282",".267",".312",".336",".293","82","22.0","","15.6","1011311"
"Travis Fryman","Tigers","525","2279","570","72","282","311","32","7.9 %","20.7 %",".174",".326",".277",".337",".451",".351","116","2.0","","15.5","385"
"Bob Watson","- - -","787","2798","710","84","305","414","14","9.6 %","11.1 %",".172",".296",".286",".356",".458",".358","124","4.0","","15.5","1013677"
"Tony Bernazard","- - -","1054","4243","970","75","523","391","113","10.1 %","14.3 %",".125",".293",".262",".339",".387",".326","101","-47.0","","15.5","1000889"
"Chris Speier","- - -","1320","4497","963","56","398","370","16","10.0 %","12.7 %",".099",".270",".243",".321",".341",".294","82","26.0","","15.5","1012316"
"Mike LaValliere","- - -","749","2590","600","16","172","251","5","11.3 %","8.3 %",".070",".288",".268",".352",".339",".308","92","40.0","","15.4","1007387"
"Ray Knight","- - -","1413","5279","1309","84","489","593","14","6.5 %","10.9 %",".119",".290",".272",".321",".390",".314","97","-7.0","","15.4","1007043"
"Mike Gallego","- - -","808","2685","562","36","306","228","24","9.9 %","13.3 %",".095",".271",".242",".325",".337",".302","89","59.0","","15.2","1004458"
"Claudell Washington","- - -","1542","5965","1513","149","759","675","229","6.6 %","17.6 %",".151",".315",".276",".325",".427",".334","106","-64.0","","15.1","1013654"
"Don Money","Brewers","662","2622","603","81","327","298","12","9.4 %","11.6 %",".167",".270",".262",".336",".429",".343","115","21.0","","15.0","1009052"
"Dan Gladden","- - -","1176","4962","1215","74","663","446","222","6.8 %","12.6 %",".112",".298",".270",".324",".382",".319","96","18.0","","15.0","1004750"
"Ivan Calderon","- - -","915","3672","901","104","470","444","97","8.3 %","15.1 %",".170",".297",".272",".333",".442",".341","112","1.0","","15.0","1001825"
"Carl Yastrzemski","Red Sox","885","3606","860","114","414","501","18","11.6 %","7.6 %",".165",".268",".274",".357",".439",".353","112","22.0","","14.9","1014326"
"Jeff Bagwell","Astros","459","1956","494","53","242","266","30","11.3 %","14.6 %",".170",".323",".295",".380",".464",".374","138","14.0","","14.8","547"
"Vince Coleman","- - -","1108","4884","1175","20","712","280","648","8.2 %","15.8 %",".077",".317",".266",".328",".343",".323","101","1.0","","14.8","1002433"
"Brian Harper","- - -","904","3112","858","59","316","396","8","4.0 %","5.4 %",".125",".295",".297",".330",".422",".331","102","-11.0","","14.7","1005376"
"Lance Johnson","- - -","719","2795","731","4","333","223","166","5.6 %","7.5 %",".075",".303",".281",".321",".356",".310","92","57.0","","14.7","1006482"
"Mike Heath","- - -","1278","4586","1061","86","462","469","54","6.1 %","13.4 %",".115",".275",".252",".300",".367",".297","85","-2.0","","14.6","1005564"
"Mike Devereaux","- - -","704","2895","679","77","344","342","67","7.0 %","15.1 %",".155",".279",".257",".309",".412",".321","99","31.0","","14.6","1003242"
"Glenn Wilson","- - -","1178","4468","1098","98","451","521","27","5.7 %","15.0 %",".134",".292",".265",".306",".398",".311","92","71.0","","14.6","1014081"
"Carlos Baerga","Indians","580","2388","657","59","323","335","28","5.6 %","11.5 %",".139",".318",".301",".344",".440",".347","114","3.0","","14.6","175"
"Art Howe","- - -","759","2672","635","41","245","278","9","9.2 %","9.5 %",".123",".282",".267",".335",".390",".322","106","21.0","","14.5","1006092"
"Rich Gedman","- - -","994","3468","795","88","331","382","3","6.8 %","14.7 %",".147",".273",".252",".304",".399",".308","87","6.0","","14.5","1004592"
"Mitch Webster","- - -","1094","3695","867","65","482","327","159","8.5 %","14.9 %",".137",".298",".264",".331",".401",".326","103","16.0","","14.4","1013719"
"Mike Davis","- - -","935","3298","778","91","419","371","134","7.2 %","16.3 %",".155",".286",".259",".313",".415",".322","103","34.0","","14.4","1003070"
"Bip Roberts","- - -","703","2693","696","21","424","176","177","9.5 %","11.6 %",".094",".327",".292",".362",".386",".344","115","-5.0","","14.3","1011023"
"John Castino","Twins","651","2578","646","41","293","249","22","6.9 %","11.6 %",".119",".303",".278",".329",".398",".325","95","41.0","","14.2","1002062"
"Mickey Rivers","- - -","869","3581","1010","48","470","310","98","3.7 %","7.0 %",".107",".310",".299",".326",".406",".327","103","6.0","","14.1","1011005"
"Bucky Dent","- - -","863","3053","652","30","283","258","7","6.9 %","6.2 %",".080",".244",".238",".292",".318",".277","71","80.0","","14.0","1003212"
"Dave Collins","- - -","1462","4732","1154","25","581","316","339","8.3 %","11.6 %",".078",".307",".273",".338",".352",".322","98","13.0","","14.0","1002449"
"Sid Bream","- - -","1016","3461","798","90","344","448","50","9.9 %","12.7 %",".158",".277",".262",".334",".419",".330","105","43.0","","13.9","1001373"
"Bobby Bonds","- - -","584","2427","537","104","352","333","137","11.7 %","21.2 %",".204",".289",".257",".346",".461",".356","121","12.0","","13.8","1001157"
"Cliff Johnson","- - -","1037","3588","804","154","419","550","8","11.8 %","15.2 %",".200",".268",".260",".353",".460",".359","122","-12.0","","13.8","1006437"
"Dan Pasqua","- - -","874","2977","633","115","339","386","7","11.3 %","21.3 %",".193",".277",".244",".331",".437",".339","111","21.0","","13.7","1010044"
"Steve Finley","- - -","660","2681","665","26","318","215","136","6.5 %","10.3 %",".105",".298",".274",".323",".379",".319","102","33.0","","13.7","54"
"Jose Oquendo","- - -","1002","3325","741","12","295","228","33","11.8 %","10.2 %",".059",".288",".260",".347",".319",".301","87","40.0","","13.6","1009827"
"Vance Law","- - -","1167","4298","972","71","453","442","34","9.5 %","14.0 %",".120",".285",".256",".326",".376",".315","95","-18.0","","13.5","1007409"
"Kenny Lofton","- - -","310","1387","364","6","221","84","138","11.1 %","11.2 %",".077",".337",".299",".377",".376",".360","122","38.0","","13.5","246"
"Jim Morrison","- - -","1072","3695","876","112","371","435","50","5.8 %","14.1 %",".159",".275",".260",".305",".419",".318","96","-1.0","","13.4","1009212"
"Pete Rose","- - -","1375","5889","1494","26","706","476","92","10.3 %","5.4 %",".079",".302",".289",".366",".368",".333","105","-74.0","","13.3","1011217"
"Delino DeShields","Expos","538","2406","575","23","309","181","187","11.9 %","17.4 %",".096",".336",".277",".367",".373",".344","118","-17.0","","13.3","275"
"Carmelo Martinez","- - -","980","3356","713","108","350","424","10","12.0 %","15.7 %",".162",".263",".245",".337",".408",".331","108","16.0","","13.2","1008157"
"Bob Brenly","- - -","849","3002","647","91","321","333","45","10.6 %","14.6 %",".155",".264",".247",".330",".403",".322","104","-25.0","","13.2","1001386"
"Bo Diaz","- - -","961","3538","834","87","327","452","9","5.6 %","12.1 %",".132",".268",".255",".297",".387",".301","84","15.0","","13.2","1003261"
"Candy Maldonado","- - -","1248","4252","974","132","456","576","32","8.0 %","18.4 %",".166",".286",".255",".319",".421",".326","105","-7.0","","13.1","1008015"
"Alan Ashby","- - -","1150","4075","888","80","334","446","4","9.8 %","12.7 %",".120",".267",".248",".322",".367",".307","93","-52.0","","13.1","1000336"
"Manny Trillo","- - -","1386","5262","1280","50","498","437","38","6.7 %","11.1 %",".085",".294",".268",".319",".353",".301","82","15.0","","13.0","1013184"
"Bake McBride","- - -","689","2752","746","49","349","309","117","5.4 %","11.3 %",".135",".315",".293",".333",".428",".341","109","22.0","","12.9","1008340"
"Ron LeFlore","- - -","769","3406","903","45","535","264","346","7.8 %","17.0 %",".112",".343",".290",".347",".402",".350","116","-48.0","","12.9","1007478"
"Mike Pagliarulo","- - -","1135","4055","886","130","435","478","18","8.1 %","18.2 %",".168",".268",".242",".307",".410",".315","93","-7.0","","12.9","1009959"
"Ken Caminiti","Astros","832","3334","781","57","346","370","35","7.6 %","14.8 %",".114",".289",".257",".315",".371",".305","92","28.0","","12.9","1001863"
"Richie Hebner","- - -","860","2853","679","82","325","408","29","10.6 %","11.1 %",".154",".283",".273",".355",".428",".345","113","-3.0","","12.9","1005571"
"Denny Walling","- - -","1192","3268","795","49","371","378","44","9.4 %","9.5 %",".119",".288",".272",".339",".391",".327","109","-8.0","","12.8","1013559"
"Willie Aikens","- - -","770","2856","675","110","301","415","3","11.2 %","15.5 %",".184",".288",".271",".354",".455",".357","122","-12.0","","12.7","1000090"
"Dave Valle","Mariners","809","2835","588","72","279","318","4","7.9 %","12.6 %",".136",".247",".235",".311",".371",".308","88","14.0","","12.7","1013333"
"Greg Brock","- - -","982","3695","794","110","420","462","41","11.7 %","12.7 %",".151",".258",".248",".338",".399",".327","105","22.0","","12.7","1001455"
"Matt Nokes","- - -","828","2846","664","127","294","397","8","6.7 %","12.8 %",".185",".252",".256",".310",".441",".328","104","-22.0","","12.6","1009615"
"Pete Incaviglia","- - -","1015","3876","873","170","462","559","30","7.8 %","27.4 %",".204",".305",".249",".313",".454",".336","106","-9.0","","12.6","1006257"
